inv_date_sk,inv_item_sk,inv_warehouse_sk,inv_quantity_on_hand
2450815,5089,1,792
2450815,5090,1,426
2450815,5092,1,126
2450815,5095,1,50
2450815,5096,1,833
2450815,5098,1,564
2450815,5101,1,624
2450815,5102,1,143
2450815,5104,1,910
2450815,5107,1,886
2450815,5108,1,196
2450815,5110,1,184
2450815,5113,1,
2450815,5114,1,164
2450815,5116,1,174
2450815,5119,1,582
2450815,5120,1,689
2450815,5122,1,930
2450815,5125,1,693
2450815,5126,1,195
2450815,5128,1,
2450815,5131,1,309
2450815,5132,1,92
2450815,5134,1,930
2450815,5137,1,567
2450815,5138,1,446
2450815,5140,1,491
2450815,5143,1,767
2450815,5144,1,422
2450815,5146,1,490
2450815,5149,1,601
2450815,5150,1,267
2450815,5152,1,973
2450815,5155,1,730
2450815,5156,1,748
2450815,5158,1,532
2450815,5161,1,448
2450815,5162,1,889
2450815,5164,1,2
2450815,5167,1,679
2450815,5168,1,540
2450815,5170,1,482
2450815,5173,1,555
2450815,5174,1,790
2450815,5176,1,28
2450815,5179,1,808
2450815,5180,1,898
2450815,5182,1,967
2450815,5185,1,808
2450815,5186,1,88
2450815,5188,1,453
2450815,5191,1,410
2450815,5192,1,217
2450815,5194,1,78
2450815,5197,1,822
2450815,5198,1,852
2450815,5200,1,58
2450815,5203,1,798
2450815,5204,1,812
2450815,5206,1,77
2450815,5209,1,514
2450815,5210,1,792
2450815,5212,1,
2450815,5215,1,883
2450815,5216,1,296
2450815,5218,1,839
2450815,5221,1,219
2450815,5222,1,269
2450815,5224,1,518
2450815,5227,1,
2450815,5228,1,489
2450815,5230,1,345
2450815,5233,1,53
2450815,5234,1,653
2450815,5236,1,588
2450815,5239,1,351
2450815,5240,1,1
2450815,5242,1,
2450815,5245,1,128
2450815,5246,1,506
2450815,5248,1,97
2450815,5251,1,916
2450815,5252,1,707
2450815,5254,1,859
2450815,5257,1,816
2450815,5258,1,743
2450815,5260,1,621
2450815,5263,1,138
2450815,5264,1,669
2450815,5266,1,27
2450815,5269,1,584
2450815,5270,1,169
2450815,5272,1,645
2450815,5275,1,549
2450815,5276,1,341
2450815,5278,1,5
2450815,5281,1,775
2450815,5282,1,34
2450815,5284,1,995
2450815,5287,1,133
2450815,5288,1,462
2450815,5290,1,679
2450815,5293,1,310
2450815,5294,1,47
2450815,5296,1,
2450815,5299,1,376
2450815,5300,1,100
2450815,5302,1,501
2450815,5305,1,290
2450815,5306,1,654
2450815,5308,1,586
2450815,5311,1,347
2450815,5312,1,496
2450815,5314,1,754
2450815,5317,1,487
2450815,5318,1,812
2450815,5320,1,528
2450815,5323,1,199
2450815,5324,1,545
2450815,5326,1,290
2450815,5329,1,364
2450815,5330,1,686
2450815,5332,1,795
2450815,5335,1,526
2450815,5336,1,717
2450815,5338,1,251
2450815,5341,1,118
2450815,5342,1,519
2450815,5344,1,427
2450815,5347,1,245
2450815,5348,1,695
2450815,5350,1,162
2450815,5353,1,228
2450815,5354,1,613
2450815,5356,1,842
2450815,5359,1,964
2450815,5360,1,342
2450815,5362,1,28
2450815,5365,1,186
2450815,5366,1,928
2450815,5368,1,173
2450815,5371,1,130
2450815,5372,1,352
2450815,5374,1,595
2450815,5377,1,953
2450815,5378,1,665
2450815,5380,1,731
2450815,5383,1,
2450815,5384,1,752
2450815,5386,1,640
2450815,5389,1,662
2450815,5390,1,740
2450815,5392,1,569
2450815,5395,1,413
2450815,5396,1,
2450815,5398,1,899
2450815,5401,1,31
2450815,5402,1,709
2450815,5404,1,816
2450815,5407,1,95
2450815,5408,1,6
2450815,5410,1,463
2450815,5413,1,957
2450815,5414,1,440
2450815,5416,1,886
2450815,5419,1,382
2450815,5420,1,700
2450815,5422,1,378
2450815,5425,1,41
2450815,5426,1,490
2450815,5428,1,418
2450815,5431,1,634
2450815,5432,1,111
2450815,5434,1,533
2450815,5437,1,799
2450815,5438,1,857
2450815,5440,1,204
2450815,5443,1,480
2450815,5444,1,995
2450815,5446,1,620
2450815,5449,1,663
2450815,5450,1,843
2450815,5452,1,620
2450815,5455,1,318
2450815,5456,1,57
2450815,5458,1,416
2450815,5461,1,875
2450815,5462,1,110
2450815,5464,1,183
2450815,5467,1,184
2450815,5468,1,286
2450815,5470,1,51
2450815,5473,1,118
2450815,5474,1,115
2450815,5476,1,312
2450815,5479,1,889
2450815,5480,1,776
2450815,5482,1,139
2450815,5485,1,538
2450815,5486,1,582
2450815,5488,1,106
2450815,5491,1,345
2450815,5492,1,
2450815,5494,1,
2450815,5497,1,782
2450815,5498,1,237
2450815,5500,1,245
2450815,5503,1,951
2450815,5504,1,703
2450815,5506,1,530
2450815,5509,1,127
2450815,5510,1,12
2450815,5512,1,552
2450815,5515,1,521
2450815,5516,1,876
2450815,5518,1,847
2450815,5521,1,83
2450815,5522,1,966
2450815,5524,1,99
2450815,5527,1,59
2450815,5528,1,958
2450815,5530,1,198
2450815,5533,1,899
2450815,5534,1,585
2450815,5536,1,467
2450815,5539,1,546
2450815,5540,1,326
2450815,5542,1,419
2450815,5545,1,654
2450815,5546,1,391
2450815,5548,1,369
2450815,5551,1,609
2450815,5552,1,750
2450815,5554,1,421
2450815,5557,1,584
2450815,5558,1,606
2450815,5560,1,105
2450815,5563,1,449
2450815,5564,1,146
2450815,5566,1,475
2450815,5569,1,89
2450815,5570,1,624
2450815,5572,1,689
2450815,5575,1,369
2450815,5576,1,6
2450815,5578,1,353
2450815,5581,1,424
2450815,5582,1,98
2450815,5584,1,184
2450815,5587,1,928
2450815,5588,1,967
2450815,5590,1,36
2450815,5593,1,414
2450815,5594,1,416
2450815,5596,1,908
2450815,5599,1,484
2450815,5600,1,335
2450815,5602,1,698
2450815,5605,1,615
2450815,5606,1,51
2450815,5608,1,452
2450815,5611,1,971
2450815,5612,1,302
2450815,5614,1,982
2450815,5617,1,641
2450815,5618,1,5
2450815,5620,1,613
2450815,5623,1,8
2450815,5624,1,658
2450815,5626,1,565
2450815,5629,1,227
2450815,5630,1,795
2450815,5632,1,85
2450815,5635,1,789
2450815,5636,1,360
2450815,5638,1,460
2450815,5641,1,504
2450815,5642,1,19
2450815,5644,1,593
2450815,5647,1,922
2450815,5648,1,580
2450815,5650,1,
2450815,5653,1,51
2450815,5654,1,149
2450815,5656,1,254
2450815,5659,1,561
2450815,5660,1,871
2450815,5662,1,
2450815,5665,1,488
2450815,5666,1,582
2450815,5668,1,711
2450815,5671,1,427
2450815,5672,1,416
2450815,5674,1,776
2450815,5677,1,791
2450815,5678,1,622
2450815,5680,1,739
2450815,5683,1,441
2450815,5684,1,810
2450815,5686,1,
2450815,5689,1,258
2450815,5690,1,305
2450815,5692,1,
2450815,5695,1,596
2450815,5696,1,73
2450815,5698,1,459
2450815,5701,1,980
2450815,5702,1,237
2450815,5704,1,473
2450815,5707,1,747
2450815,5708,1,768
2450815,5710,1,548
2450815,5713,1,131
2450815,5714,1,678
2450815,5716,1,397
2450815,5719,1,802
2450815,5720,1,211
2450815,5722,1,398
2450815,5725,1,207
2450815,5726,1,922
2450815,5728,1,124
2450815,5731,1,62
2450815,5732,1,651
2450815,5734,1,594
2450815,5737,1,956
2450815,5738,1,185
2450815,5740,1,906
2450815,5743,1,34
2450815,5744,1,
2450815,5746,1,295
2450815,5749,1,894
2450815,5750,1,575
2450815,5752,1,313
2450815,5755,1,34
2450815,5756,1,620
2450815,5758,1,971
2450815,5761,1,369
2450815,5762,1,554
2450815,5764,1,490
2450815,5767,1,607
2450815,5768,1,33
2450815,5770,1,11
2450815,5773,1,902
2450815,5774,1,917
2450815,5776,1,364
2450815,5779,1,7
2450815,5780,1,793
2450815,5782,1,457
2450815,5785,1,580
2450815,5786,1,604
2450815,5788,1,476
2450815,5791,1,907
2450815,5792,1,70
2450815,5794,1,854
2450815,5797,1,216
2450815,5798,1,518
2450815,5800,1,161
2450815,5803,1,358
2450815,5804,1,170
2450815,5806,1,
2450815,5809,1,111
2450815,5810,1,546
2450815,5812,1,303
2450815,5815,1,138
2450815,5816,1,721
2450815,5818,1,947
2450815,5821,1,606
2450815,5822,1,24
2450815,5824,1,149
2450815,5827,1,816
2450815,5828,1,251
2450815,5830,1,349
2450815,5833,1,551
2450815,5834,1,209
2450815,5836,1,495
2450815,5839,1,57
2450815,5840,1,740
2450815,5842,1,862
2450815,5845,1,292
2450815,5846,1,800
2450815,5848,1,43
2450815,5851,1,551
2450815,5852,1,391
2450815,5854,1,923
2450815,5857,1,576
2450815,5858,1,957
2450815,5860,1,365
2450815,5863,1,817
2450815,5864,1,18
2450815,5866,1,510
2450815,5869,1,646
2450815,5870,1,855
2450815,5872,1,569
2450815,5875,1,846
2450815,5876,1,989
2450815,5878,1,815
2450815,5881,1,778
2450815,5882,1,616
2450815,5884,1,
2450815,5887,1,171
2450815,5888,1,225
2450815,5890,1,922
2450815,5893,1,46
2450815,5894,1,
2450815,5896,1,0
2450815,5899,1,457
2450815,5900,1,484
2450815,5902,1,496
2450815,5905,1,762
2450815,5906,1,854
2450815,5908,1,523
2450815,5911,1,349
2450815,5912,1,144
2450815,5914,1,859
2450815,5917,1,299
2450815,5918,1,123
2450815,5920,1,859
2450815,5923,1,
2450815,5924,1,387
2450815,5926,1,633
2450815,5929,1,40
2450815,5930,1,644
2450815,5932,1,897
2450815,5935,1,27
2450815,5936,1,454
2450815,5938,1,208
2450815,5941,1,132
2450815,5942,1,124
2450815,5944,1,352
2450815,5947,1,531
2450815,5948,1,724
2450815,5950,1,644
2450815,5953,1,838
2450815,5954,1,578
2450815,5956,1,265
2450815,5959,1,
2450815,5960,1,972
2450815,5962,1,148
2450815,5965,1,224
2450815,5966,1,209
2450815,5968,1,
2450815,5971,1,485
2450815,5972,1,655
2450815,5974,1,405
2450815,5977,1,397
2450815,5978,1,60
2450815,5980,1,955
2450815,5983,1,31
2450815,5984,1,372
2450815,5986,1,583
2450815,5989,1,349
2450815,5990,1,73
2450815,5992,1,825
2450815,5995,1,887
2450815,5996,1,737
2450815,5998,1,
2450815,6001,1,804
2450815,6002,1,895
2450815,6004,1,815
2450815,6007,1,732
2450815,6008,1,376
2450815,6010,1,825
2450815,6013,1,932
2450815,6014,1,504
2450815,6016,1,462
2450815,6019,1,678
2450815,6020,1,964
2450815,6022,1,84
2450815,6025,1,790
2450815,6026,1,858
2450815,6028,1,494
2450815,6031,1,855
2450815,6032,1,845
2450815,6034,1,402
2450815,6037,1,413
2450815,6038,1,879
2450815,6040,1,238
2450815,6043,1,373
2450815,6044,1,217
2450815,6046,1,471
2450815,6049,1,535
2450815,6050,1,439
2450815,6052,1,719
2450815,6055,1,117
2450815,6056,1,586
2450815,6058,1,774
2450815,6061,1,884
2450815,6062,1,481
2450815,6064,1,324
2450815,6067,1,969
2450815,6068,1,537
2450815,6070,1,192
2450815,6073,1,52
2450815,6074,1,129
2450815,6076,1,31
2450815,6079,1,316
2450815,6080,1,910
2450815,6082,1,817
2450815,6085,1,393
2450815,6086,1,400
2450815,6088,1,500
2450815,6091,1,484
2450815,6092,1,387
2450815,6094,1,59
2450815,6097,1,363
2450815,6098,1,384
2450815,6100,1,
2450815,6103,1,733
2450815,6104,1,693
2450815,6106,1,931
2450815,6109,1,840
2450815,6110,1,853
2450815,6112,1,548
2450815,6115,1,45
2450815,6116,1,124
2450815,6118,1,289
2450815,6121,1,575
2450815,6122,1,312
2450815,6124,1,442
2450815,6127,1,110
2450815,6128,1,36
2450815,6130,1,152
2450815,6133,1,
2450815,6134,1,687
2450815,6136,1,990
2450815,6139,1,367
2450815,6140,1,257
2450815,6142,1,705
2450815,6145,1,16
2450815,6146,1,182
2450815,6148,1,390
2450815,6151,1,
2450815,6152,1,479
2450815,6154,1,683
2450815,6157,1,703
2450815,6158,1,157
2450815,6160,1,763
2450815,6163,1,560
2450815,6164,1,730
2450815,6166,1,591
2450815,6169,1,170
2450815,6170,1,750
2450815,6172,1,417
2450815,6175,1,850
2450815,6176,1,538
2450815,6178,1,297
2450815,6181,1,411
2450815,6182,1,199
2450815,6184,1,854
2450815,6187,1,300
2450815,6188,1,296
2450815,6190,1,975
2450815,6193,1,11
2450815,6194,1,
2450815,6196,1,500
2450815,6199,1,734
2450815,6200,1,410
2450815,6202,1,751
2450815,6205,1,485
2450815,6206,1,338
2450815,6208,1,719
2450815,6211,1,
2450815,6212,1,604
2450815,6214,1,858
2450815,6217,1,102
2450815,6218,1,528
2450815,6220,1,896
2450815,6223,1,501
2450815,6224,1,939
2450815,6226,1,34
2450815,6229,1,961
2450815,6230,1,926
2450815,6232,1,610
2450815,6235,1,510
2450815,6236,1,579
2450815,6238,1,100
2450815,6241,1,893
2450815,6242,1,736
2450815,6244,1,925
2450815,6247,1,501
2450815,6248,1,397
2450815,6250,1,147
2450815,6253,1,577
2450815,6254,1,1
2450815,6256,1,748
2450815,6259,1,112
2450815,6260,1,896
2450815,6262,1,132
2450815,6265,1,917
2450815,6266,1,344
2450815,6268,1,830
2450815,6271,1,46
2450815,6272,1,155
2450815,6274,1,552
2450815,6277,1,482
2450815,6278,1,15
2450815,6280,1,398
2450815,6283,1,170
2450815,6284,1,727
2450815,6286,1,723
2450815,6289,1,533
2450815,6290,1,321
2450815,6292,1,803
2450815,6295,1,
2450815,6296,1,765
2450815,6298,1,591
2450815,6301,1,207
2450815,6302,1,755
2450815,6304,1,147
2450815,6307,1,994
2450815,6308,1,800
2450815,6310,1,380
2450815,6313,1,392
2450815,6314,1,886
2450815,6316,1,
2450815,6319,1,946
2450815,6320,1,684
2450815,6322,1,717
2450815,6325,1,948
2450815,6326,1,602
2450815,6328,1,607
2450815,6331,1,970
2450815,6332,1,337
2450815,6334,1,12
2450815,6337,1,882
2450815,6338,1,485
2450815,6340,1,627
2450815,6343,1,510
2450815,6344,1,162
2450815,6346,1,618
2450815,6349,1,832
2450815,6350,1,869
2450815,6352,1,880
2450815,6355,1,850
2450815,6356,1,965
2450815,6358,1,305
2450815,6361,1,688
2450815,6362,1,55
2450815,6364,1,715
2450815,6367,1,960
2450815,6368,1,361
2450815,6370,1,796
2450815,6373,1,595
2450815,6374,1,132
2450815,6376,1,397
2450815,6379,1,102
2450815,6380,1,925
2450815,6382,1,335
2450815,6385,1,269
2450815,6386,1,440
2450815,6388,1,841
2450815,6391,1,202
2450815,6392,1,700
2450815,6394,1,988
2450815,6397,1,438
2450815,6398,1,376
2450815,6400,1,33
2450815,6403,1,730
2450815,6404,1,162
2450815,6406,1,155
2450815,6409,1,435
2450815,6410,1,507
2450815,6412,1,558
2450815,6415,1,836
2450815,6416,1,455
2450815,6418,1,679
2450815,6421,1,337
2450815,6422,1,238
2450815,6424,1,732
2450815,6427,1,851
2450815,6428,1,672
2450815,6430,1,987
2450815,6433,1,342
2450815,6434,1,334
2450815,6436,1,134
2450815,6439,1,950
2450815,6440,1,471
2450815,6442,1,990
2450815,6445,1,50
2450815,6446,1,709
2450815,6448,1,763
2450815,6451,1,862
2450815,6452,1,991
2450815,6454,1,218
2450815,6457,1,701
2450815,6458,1,477
2450815,6460,1,729
2450815,6463,1,745
2450815,6464,1,500
2450815,6466,1,
2450815,6469,1,446
2450815,6470,1,916
2450815,6472,1,570
2450815,6475,1,916
2450815,6476,1,
2450815,6478,1,571
2450815,6481,1,194
2450815,6482,1,383
2450815,6484,1,729
2450815,6487,1,278
2450815,6488,1,154
2450815,6490,1,224
2450815,6493,1,491
2450815,6494,1,
2450815,6496,1,992
2450815,6499,1,7
2450815,6500,1,571
2450815,6502,1,339
2450815,6505,1,422
2450815,6506,1,350
2450815,6508,1,229
2450815,6511,1,803
2450815,6512,1,959
2450815,6514,1,87
2450815,6517,1,217
2450815,6518,1,725
2450815,6520,1,874
2450815,6523,1,989
2450815,6524,1,626
2450815,6526,1,355
2450815,6529,1,688
2450815,6530,1,8
2450815,6532,1,571
2450815,6535,1,1000
2450815,6536,1,441
2450815,6538,1,806
2450815,6541,1,819
2450815,6542,1,200
2450815,6544,1,
2450815,6547,1,199
2450815,6548,1,189
2450815,6550,1,135
2450815,6553,1,78
2450815,6554,1,50
2450815,6556,1,734
2450815,6559,1,773
2450815,6560,1,2
2450815,6562,1,738
2450815,6565,1,36
2450815,6566,1,790
2450815,6568,1,253
2450815,6571,1,214
2450815,6572,1,574
2450815,6574,1,92
2450815,6577,1,959
2450815,6578,1,685
2450815,6580,1,502
2450815,6583,1,569
2450815,6584,1,318
2450815,6586,1,748
2450815,6589,1,476
2450815,6590,1,559
2450815,6592,1,750
2450815,6595,1,114
2450815,6596,1,271
2450815,6598,1,56
2450815,6601,1,137
2450815,6602,1,894
2450815,6604,1,616
2450815,6607,1,257
2450815,6608,1,521
2450815,6610,1,110
2450815,6613,1,435
2450815,6614,1,771
2450815,6616,1,995
2450815,6619,1,
2450815,6620,1,165
2450815,6622,1,739
2450815,6625,1,937
2450815,6626,1,836
2450815,6628,1,468
2450815,6631,1,852
2450815,6632,1,449
2450815,6634,1,725
2450815,6637,1,368
2450815,6638,1,710
2450815,6640,1,684
2450815,6643,1,186
2450815,6644,1,
2450815,6646,1,886
2450815,6649,1,447
2450815,6650,1,
2450815,6652,1,433
2450815,6655,1,240
2450815,6656,1,463
2450815,6658,1,846
2450815,6661,1,458
2450815,6662,1,454
2450815,6664,1,652
2450815,6667,1,124
2450815,6668,1,565
2450815,6670,1,512
2450815,6673,1,940
2450815,6674,1,340
2450815,6676,1,574
2450815,6679,1,31
2450815,6680,1,183
2450815,6682,1,959
2450815,6685,1,27
2450815,6686,1,595
2450815,6688,1,173
2450815,6691,1,911
2450815,6692,1,930
2450815,6694,1,994
2450815,6697,1,601
2450815,6698,1,852
2450815,6700,1,7
2450815,6703,1,818
2450815,6704,1,876
2450815,6706,1,253
2450815,6709,1,
2450815,6710,1,731
2450815,6712,1,194
2450815,6715,1,500
2450815,6716,1,821
2450815,6718,1,188
2450815,6721,1,491
2450815,6722,1,759
2450815,6724,1,746
2450815,6727,1,71
2450815,6728,1,351
2450815,6730,1,478
2450815,6733,1,432
2450815,6734,1,761
2450815,6736,1,152
2450815,6739,1,220
2450815,6740,1,678
2450815,6742,1,749
2450815,6745,1,556
2450815,6746,1,209
2450815,6748,1,190
2450815,6751,1,960
2450815,6752,1,347
2450815,6754,1,101
2450815,6757,1,936
2450815,6758,1,81
2450815,6760,1,355
2450815,6763,1,279
2450815,6764,1,467
2450815,6766,1,625
2450815,6769,1,749
2450815,6770,1,
2450815,6772,1,76
2450815,6775,1,454
2450815,6776,1,747
2450815,6778,1,383
2450815,6781,1,918
2450815,6782,1,450
2450815,6784,1,764
2450815,6787,1,329
2450815,6788,1,471
2450815,6790,1,589
2450815,6793,1,713
2450815,6794,1,461
2450815,6796,1,66
2450815,6799,1,539
2450815,6800,1,816
2450815,6802,1,838
2450815,6805,1,172
2450815,6806,1,129
2450815,6808,1,647
2450815,6811,1,918
2450815,6812,1,582
2450815,6814,1,469
2450815,6817,1,589
2450815,6818,1,566
2450815,6820,1,145
2450815,6823,1,610
2450815,6824,1,789
2450815,6826,1,3
2450815,6829,1,886
2450815,6830,1,913
2450815,6832,1,310
2450815,6835,1,715
2450815,6836,1,831
2450815,6838,1,711
2450815,6841,1,203
2450815,6842,1,740
2450815,6844,1,869
2450815,6847,1,241
2450815,6848,1,415
2450815,6850,1,299
2450815,6853,1,630
2450815,6854,1,478
2450815,6856,1,981
2450815,6859,1,953
2450815,6860,1,750
2450815,6862,1,969
2450815,6865,1,419
2450815,6866,1,856
2450815,6868,1,710
2450815,6871,1,123
2450815,6872,1,687
2450815,6874,1,163
2450815,6877,1,78
2450815,6878,1,916
2450815,6880,1,247
2450815,6883,1,298
2450815,6884,1,287
2450815,6886,1,878
2450815,6889,1,736
2450815,6890,1,439
2450815,6892,1,805
2450815,6895,1,457
2450815,6896,1,312
2450815,6898,1,34
2450815,6901,1,950
2450815,6902,1,727
2450815,6904,1,448
2450815,6907,1,670
2450815,6908,1,222
2450815,6910,1,737
2450815,6913,1,4
2450815,6914,1,725
2450815,6916,1,561
2450815,6919,1,8
2450815,6920,1,
2450815,6922,1,605
2450815,6925,1,247
2450815,6926,1,618
2450815,6928,1,796
2450815,6931,1,172
2450815,6932,1,477
2450815,6934,1,767
2450815,6937,1,94
2450815,6938,1,121
2450815,6940,1,249
2450815,6943,1,356
2450815,6944,1,824
2450815,6946,1,46
2450815,6949,1,130
2450815,6950,1,427
2450815,6952,1,375
2450815,6955,1,734
2450815,6956,1,826
2450815,6958,1,475
2450815,6961,1,68
2450815,6962,1,174
2450815,6964,1,
2450815,6967,1,843
2450815,6968,1,888
2450815,6970,1,908
2450815,6973,1,736
2450815,6974,1,39
2450815,6976,1,327
2450815,6979,1,915
2450815,6980,1,186
2450815,6982,1,113
2450815,6985,1,798
2450815,6986,1,962
2450815,6988,1,126
2450815,6991,1,997
2450815,6992,1,907
2450815,6994,1,788
2450815,6997,1,669
2450815,6998,1,721
2450815,7000,1,39
2450815,7003,1,670
2450815,7004,1,936
2450815,7006,1,24
2450815,7009,1,170
2450815,7010,1,386
2450815,7012,1,904
2450815,7015,1,602
2450815,7016,1,820
2450815,7018,1,
2450815,7021,1,494
2450815,7022,1,967
2450815,7024,1,501
2450815,7027,1,329
2450815,7028,1,768
2450815,7030,1,878
2450815,7033,1,386
2450815,7034,1,881
2450815,7036,1,329
2450815,7039,1,625
2450815,7040,1,234
2450815,7042,1,269
2450815,7045,1,
2450815,7046,1,756
2450815,7048,1,948
2450815,7051,1,302
2450815,7052,1,528
2450815,7054,1,86
2450815,7057,1,784
2450815,7058,1,102
2450815,7060,1,312
2450815,7063,1,561
2450815,7064,1,983
2450815,7066,1,678
2450815,7069,1,56
2450815,7070,1,734
2450815,7072,1,928
2450815,7075,1,63
2450815,7076,1,530
2450815,7078,1,776
2450815,7081,1,537
2450815,7082,1,17
2450815,7084,1,944
2450815,7087,1,394
2450815,7088,1,758
2450815,7090,1,908
2450815,7093,1,894
2450815,7094,1,604
2450815,7096,1,835
2450815,7099,1,479
2450815,7100,1,385
2450815,7102,1,969
2450815,7105,1,899
2450815,7106,1,535
2450815,7108,1,
2450815,7111,1,
2450815,7112,1,645
2450815,7114,1,68
2450815,7117,1,383
2450815,7118,1,413
2450815,7120,1,463
2450815,7123,1,522
2450815,7124,1,442
2450815,7126,1,691
2450815,7129,1,452
2450815,7130,1,666
2450815,7132,1,397
2450815,7135,1,562
2450815,7136,1,493
2450815,7138,1,187
2450815,7141,1,400
2450815,7142,1,978
2450815,7144,1,991
2450815,7147,1,741
2450815,7148,1,409
2450815,7150,1,724
2450815,7153,1,162
2450815,7154,1,886
2450815,7156,1,259
2450815,7159,1,56
2450815,7160,1,360
2450815,7162,1,655
2450815,7165,1,
2450815,7166,1,20
2450815,7168,1,170
2450815,7171,1,561
2450815,7172,1,993
2450815,7174,1,638
2450815,7177,1,772
2450815,7178,1,54
2450815,7180,1,74
2450815,7183,1,206
2450815,7184,1,526
2450815,7186,1,557
2450815,7189,1,155
2450815,7190,1,579
2450815,7192,1,1000
2450815,7195,1,133
2450815,7196,1,608
2450815,7198,1,72
2450815,7201,1,
2450815,7202,1,384
2450815,7204,1,108
2450815,7207,1,905
2450815,7208,1,766
2450815,7210,1,
2450815,7213,1,69
2450815,7214,1,815
2450815,7216,1,662
2450815,7219,1,830
2450815,7220,1,175
2450815,7222,1,408
2450815,7225,1,614
2450815,7226,1,192
2450815,7228,1,23
2450815,7231,1,365
2450815,7232,1,380
2450815,7234,1,435
2450815,7237,1,171
2450815,7238,1,608
2450815,7240,1,966
2450815,7243,1,370
2450815,7244,1,11
2450815,7246,1,226
2450815,7249,1,76
2450815,7250,1,14
2450815,7252,1,28
2450815,7255,1,
2450815,7256,1,
2450815,7258,1,727
2450815,7261,1,7
2450815,7262,1,611
2450815,7264,1,846
2450815,7267,1,620
2450815,7268,1,340
2450815,7270,1,855
2450815,7273,1,500
2450815,7274,1,
2450815,7276,1,219
2450815,7279,1,820
2450815,7280,1,518
2450815,7282,1,375
2450815,7285,1,739
2450815,7286,1,66
2450815,7288,1,280
2450815,7291,1,549
2450815,7292,1,902
2450815,7294,1,403
2450815,7297,1,343
2450815,7298,1,313
2450815,7300,1,217
2450815,7303,1,271
2450815,7304,1,657
2450815,7306,1,337
2450815,7309,1,564
2450815,7310,1,667
2450815,7312,1,531
2450815,7315,1,722
2450815,7316,1,705
2450815,7318,1,471
2450815,7321,1,
2450815,7322,1,107
2450815,7324,1,680
2450815,7327,1,703
2450815,7328,1,479
2450815,7330,1,400
2450815,7333,1,600
2450815,7334,1,78
2450815,7336,1,758
2450815,7339,1,83
2450815,7340,1,761
2450815,7342,1,14
2450815,7345,1,177
2450815,7346,1,505
2450815,7348,1,662
2450815,7351,1,188
2450815,7352,1,604
2450815,7354,1,366
2450815,7357,1,357
2450815,7358,1,597
2450815,7360,1,276
2450815,7363,1,298
2450815,7364,1,138
2450815,7366,1,898
2450815,7369,1,286
2450815,7370,1,862
2450815,7372,1,775
2450815,7375,1,932
2450815,7376,1,105
2450815,7378,1,871
2450815,7381,1,797
2450815,7382,1,95
2450815,7384,1,868
2450815,7387,1,634
2450815,7388,1,486
2450815,7390,1,123
2450815,7393,1,80
2450815,7394,1,77
2450815,7396,1,200
2450815,7399,1,732
2450815,7400,1,
2450815,7402,1,442
2450815,7405,1,254
2450815,7406,1,918
2450815,7408,1,385
2450815,7411,1,518
2450815,7412,1,716
2450815,7414,1,31
2450815,7417,1,878
2450815,7418,1,376
2450815,7420,1,955
2450815,7423,1,335
2450815,7424,1,867
2450815,7426,1,442
2450815,7429,1,855
2450815,7430,1,509
2450815,7432,1,467
2450815,7435,1,646
2450815,7436,1,554
2450815,7438,1,365
2450815,7441,1,827
2450815,7442,1,25
2450815,7444,1,371
2450815,7447,1,104
2450815,7448,1,470
2450815,7450,1,149
2450815,7453,1,218
2450815,7454,1,33
2450815,7456,1,190
2450815,7459,1,999
2450815,7460,1,430
2450815,7462,1,654
2450815,7465,1,509
2450815,7466,1,650
2450815,7468,1,119
2450815,7471,1,104
2450815,7472,1,262
2450815,7474,1,219
2450815,7477,1,269
2450815,7478,1,41
2450815,7480,1,896
2450815,7483,1,966
2450815,7484,1,932
2450815,7486,1,686
2450815,7489,1,185
2450815,7490,1,999
2450815,7492,1,532
2450815,7495,1,703
2450815,7496,1,565
2450815,7498,1,973
2450815,7501,1,619
2450815,7502,1,284
2450815,7504,1,295
2450815,7507,1,372
2450815,7508,1,527
2450815,7510,1,827
2450815,7513,1,715
2450815,7514,1,790
2450815,7516,1,636
2450815,7519,1,285
2450815,7520,1,398
2450815,7522,1,164
2450815,7525,1,657
2450815,7526,1,697
2450815,7528,1,869
2450815,7531,1,77
2450815,7532,1,203
2450815,7534,1,809
2450815,7537,1,689
2450815,7538,1,195
2450815,7540,1,800
2450815,7543,1,271
2450815,7544,1,120
2450815,7546,1,469
2450815,7549,1,280
2450815,7550,1,992
2450815,7552,1,911
2450815,7555,1,605
2450815,7556,1,566
2450815,7558,1,606
2450815,7561,1,762
2450815,7562,1,475
2450815,7564,1,67
2450815,7567,1,228
2450815,7568,1,394
2450815,7570,1,805
2450815,7573,1,36
2450815,7574,1,16
2450815,7576,1,983
2450815,7579,1,595
2450815,7580,1,992
2450815,7582,1,222
2450815,7585,1,325
2450815,7586,1,900
2450815,7588,1,887
2450815,7591,1,867
2450815,7592,1,531
2450815,7594,1,513
2450815,7597,1,982
2450815,7598,1,385
2450815,7600,1,345
2450815,7603,1,882
2450815,7604,1,934
2450815,7606,1,119
2450815,7609,1,186
2450815,7610,1,255
2450815,7612,1,578
2450815,7615,1,
2450815,7616,1,728
2450815,7618,1,31
2450815,7621,1,372
2450815,7622,1,
2450815,7624,1,535
2450815,7627,1,905
2450815,7628,1,902
2450815,7630,1,865
2450815,7633,1,995
