cs_sold_date_sk,cs_sold_time_sk,cs_ship_date_sk,cs_bill_customer_sk,cs_bill_cdemo_sk,cs_bill_hdemo_sk,cs_bill_addr_sk,cs_ship_customer_sk,cs_ship_cdemo_sk,cs_ship_hdemo_sk,cs_ship_addr_sk,cs_call_center_sk,cs_catalog_page_sk,cs_ship_mode_sk,cs_warehouse_sk,cs_item_sk,cs_promo_sk,cs_order_number,cs_quantity,cs_wholesale_cost,cs_list_price,cs_sales_price,cs_ext_discount_amt,cs_ext_sales_price,cs_ext_wholesale_cost,cs_ext_list_price,cs_ext_tax,cs_coupon_amt,cs_ext_ship_cost,cs_net_paid,cs_net_paid_inc_tax,cs_net_paid_inc_ship,cs_net_paid_inc_ship_tax,cs_net_profit
2450818,40071,2450829,96893,868838,1230,40775,96893,868838,1230,40775,4,83,13,1,7813,166,159,32,19.57,20.93,0.2,663.36,6.4,626.24,669.76,0.19,0,46.72,6.4,6.59,53.12,53.31,-619.84
2450818,58650,2450860,24511,1114265,1972,42479,24511,1114265,1972,42479,1,78,4,5,15538,264,160,78,82.73,158.84,90.53,5328.18,7061.34,6452.94,12389.52,0,0,2849.34,7061.34,7061.34,9910.68,9910.68,608.4
2450818,58650,2450866,24511,1114265,1972,42479,24511,1114265,1972,42479,1,49,12,3,1472,22,160,94,77.04,161.01,132.02,2725.06,12409.88,7241.76,15134.94,124.09,0,4994.22,12409.88,12533.97,17404.1,17528.19,5168.12
2450818,58650,2450894,24511,1114265,1972,42479,24511,1114265,1972,42479,1,64,3,1,13564,62,160,62,78.16,105.51,97.06,523.9,6017.72,4845.92,6541.62,300.88,0,0,6017.72,6318.6,6017.72,6318.6,1171.8
2450818,58650,,,,,,24511,1114265,1972,,,,,5,1714,,160,23,,,,,,135.7,,0,,,171.35,171.35,265.65,265.65,35.65
2450818,58650,2450841,24511,1114265,1972,42479,24511,1114265,1972,42479,1,6,6,3,7718,169,160,4,24.31,65.63,53.16,49.88,212.64,97.24,262.52,8.5,0,15.72,212.64,221.14,228.36,236.86,115.4
2450818,58650,2450853,24511,1114265,1972,42479,24511,1114265,1972,42479,1,90,19,2,4093,267,160,42,47.4,60.67,4.24,2370.06,178.08,1990.8,2548.14,14.24,0,687.96,178.08,192.32,866.04,880.28,-1812.72
2450818,70080,2450895,46125,359731,537,48143,46528,897414,604,30641,2,57,14,2,1148,72,161,12,19.42,57.48,31.61,310.44,379.32,233.04,689.76,18.96,0,89.64,379.32,398.28,468.96,487.92,146.28
2450818,70080,2450887,46125,359731,537,48143,46528,897414,604,30641,2,64,9,5,6085,97,161,17,95.13,195.01,23.4,2917.37,397.8,1617.21,3315.17,15.75,135.25,1558.05,262.55,278.3,1820.6,1836.35,-1354.66
2450818,70080,2450842,46125,359731,537,48143,46528,897414,604,30641,2,27,2,4,4370,133,161,5,1.46,3.41,1.05,11.8,5.25,7.3,17.05,0.42,0,5.25,5.25,5.67,10.5,10.92,-2.05
2450818,70080,2450869,46125,359731,537,48143,46528,897414,604,30641,2,88,9,2,12412,68,161,56,43.15,87.59,47.29,2256.8,2648.24,2416.4,4905.04,238.34,0,48.72,2648.24,2886.58,2696.96,2935.3,231.84
2450818,70080,2450907,46125,359731,537,48143,46528,897414,604,30641,2,37,19,5,6079,137,161,36,4.68,9.4,6.11,118.44,219.96,168.48,338.4,6.59,0,60.84,219.96,226.55,280.8,287.39,51.48
2450818,61699,2450850,67220,1094840,413,39633,67220,1094840,413,39633,4,13,8,4,6062,101,162,55,30.03,48.04,19.21,1585.65,1056.55,1651.65,2642.2,52.82,0,1135.75,1056.55,1109.37,2192.3,2245.12,-595.1
2450818,61699,2450862,67220,1094840,413,39633,67220,1094840,413,39633,4,64,12,4,1922,95,162,42,68.2,116.62,66.47,2106.3,2791.74,2864.4,4898.04,83.75,0,538.44,2791.74,2875.49,3330.18,3413.93,-72.66
2450818,61699,2450861,67220,1094840,413,39633,67220,1094840,413,39633,4,92,16,5,3667,139,162,40,70.24,148.9,110.18,1548.8,4407.2,2809.6,5956,176.28,0,2084.4,4407.2,4583.48,6491.6,6667.88,1597.6
2450818,61699,2450851,67220,1094840,413,39633,67220,1094840,413,39633,4,5,12,5,3232,261,162,47,96.25,103.95,16.63,4104.04,781.61,4523.75,4885.65,62.52,0,1221.06,781.61,844.13,2002.67,2065.19,-3742.14
2450818,61699,2450882,67220,1094840,413,39633,67220,1094840,413,39633,4,22,19,4,10052,96,162,70,58.34,91.01,15.47,5287.8,1082.9,4083.8,6370.7,97.46,0,1847.3,1082.9,1180.36,2930.2,3027.66,-3000.9
2450818,53312,2450848,5043,613370,4450,16377,5043,613370,4450,16377,1,22,9,2,10951,181,163,46,84.54,226.56,74.76,6982.8,3438.96,3888.84,10421.76,309.5,0,2292.64,3438.96,3748.46,5731.6,6041.1,-449.88
2450818,53312,2450834,5043,613370,4450,16377,5043,613370,4450,16377,1,63,10,3,11125,106,163,87,12.38,16.83,1.85,1303.26,160.95,1077.06,1464.21,4.82,0,731.67,160.95,165.77,892.62,897.44,-916.11
2450818,53312,2450824,5043,613370,4450,16377,5043,613370,4450,16377,1,57,5,2,6025,261,163,30,31.94,32.25,5.48,803.1,164.4,958.2,967.5,0.32,147.96,193.5,16.44,16.76,209.94,210.26,-941.76
2450818,53312,2450826,5043,613370,4450,16377,5043,613370,4450,16377,1,34,4,4,550,271,163,49,65.41,120.35,91.46,1415.61,4481.54,3205.09,5897.15,89.63,0,1356.32,4481.54,4571.17,5837.86,5927.49,1276.45
2450818,53312,2450867,5043,613370,4450,16377,5043,613370,4450,16377,1,5,19,5,12806,133,163,76,91.19,190.58,184.86,434.72,14049.36,6930.44,14484.08,983.45,0,6372.6,14049.36,15032.81,20421.96,21405.41,7118.92
2450818,53312,2450843,5043,613370,4450,16377,5043,613370,4450,16377,1,108,16,2,4376,66,163,20,39.62,117.27,31.66,1712.2,633.2,792.4,2345.4,44.32,0,375.2,633.2,677.52,1008.4,1052.72,-159.2
2450818,53312,2450879,5043,613370,4450,16377,5043,613370,4450,16377,1,60,11,4,15512,191,163,86,16.92,33.5,27.13,547.82,2333.18,1455.12,2881,93.32,0,1238.4,2333.18,2426.5,3571.58,3664.9,878.06
2450818,53312,2450848,5043,613370,4450,16377,5043,613370,4450,16377,1,40,18,3,1142,213,163,10,68.23,118.03,10.62,1074.1,106.2,682.3,1180.3,0,24.42,70.8,81.78,81.78,152.58,152.58,-600.52
2450818,53312,2450831,5043,613370,4450,16377,5043,613370,4450,16377,1,68,7,5,11116,286,163,92,90.09,179.27,43.02,12535,3957.84,8288.28,16492.84,0,0,2143.6,3957.84,3957.84,6101.44,6101.44,-4330.44
2450818,53312,2450832,5043,613370,4450,16377,5043,613370,4450,16377,1,69,11,2,308,164,163,3,19.32,21.63,20.33,3.9,60.99,57.96,64.89,0.6,0,27.9,60.99,61.59,88.89,89.49,3.03
2450818,53312,2450822,5043,613370,4450,16377,5043,613370,4450,16377,1,68,9,4,12104,169,163,32,3.83,7.35,2.13,167.04,68.16,122.56,235.2,2.72,0,84.48,68.16,70.88,152.64,155.36,-54.4
2450818,53312,2450844,5043,613370,4450,16377,5043,613370,4450,16377,1,53,8,5,10744,3,163,22,94.67,234.78,82.17,3357.42,1807.74,2082.74,5165.16,80.98,650.78,51.48,1156.96,1237.94,1208.44,1289.42,-925.78
2450818,53312,2450903,5043,613370,4450,16377,5043,613370,4450,16377,1,102,8,1,1933,100,163,16,93.92,183.14,49.44,2139.2,791.04,1502.72,2930.24,23.73,0,615.2,791.04,814.77,1406.24,1429.97,-711.68
2450818,61349,2450872,66034,1091101,4968,12482,66034,1091101,4968,12482,2,63,13,4,16513,199,164,18,46.72,97.64,34.17,1142.46,615.06,840.96,1757.52,18.45,0,509.58,615.06,633.51,1124.64,1143.09,-225.9
2450818,61349,2450860,66034,1091101,4968,12482,66034,1091101,4968,12482,2,13,8,4,9355,183,164,62,17.89,35.6,33.82,110.36,2096.84,1109.18,2207.2,16.98,1530.69,1037.26,566.15,583.13,1603.41,1620.39,-543.03
2450818,61349,2450903,66034,1091101,4968,12482,66034,1091101,4968,12482,2,18,12,3,16892,127,164,29,97.08,132.02,99.01,957.29,2871.29,2815.32,3828.58,86.13,0,1531.2,2871.29,2957.42,4402.49,4488.62,55.97
2450818,61349,2450899,66034,1091101,4968,12482,66034,1091101,4968,12482,2,14,18,3,14479,288,164,80,3.08,4.86,3.01,148,240.8,246.4,388.8,9.63,0,194.4,240.8,250.43,435.2,444.83,-5.6
2450818,61349,2450834,66034,1091101,4968,12482,66034,1091101,4968,12482,2,17,14,5,12730,193,164,96,32.59,84.73,44.05,3905.28,4228.8,3128.64,8134.08,84.57,0,2602.56,4228.8,4313.37,6831.36,6915.93,1100.16
2450818,61349,2450861,66034,1091101,4968,12482,66034,1091101,4968,12482,2,65,3,3,15913,26,164,11,11.24,17.75,5.5,134.75,60.5,123.64,195.25,1.81,0,13.64,60.5,62.31,74.14,75.95,-63.14
2450818,61349,2450908,66034,1091101,4968,12482,66034,1091101,4968,12482,2,108,2,4,13060,218,164,38,25.14,69.88,60.79,345.42,2310.02,955.32,2655.44,46.2,0,0,2310.02,2356.22,2310.02,2356.22,1354.7
2450818,61349,2450875,66034,1091101,4968,12482,66034,1091101,4968,12482,2,74,12,5,15292,211,164,39,13.33,20.66,13.22,290.16,515.58,519.87,805.74,36.09,0,88.53,515.58,551.67,604.11,640.2,-4.29
2450818,61349,2450854,66034,1091101,4968,12482,66034,1091101,4968,12482,2,90,18,2,13906,275,164,61,12.82,34.35,10.99,1424.96,670.39,782.02,2095.35,13.4,0,41.48,670.39,683.79,711.87,725.27,-111.63
2450818,61349,2450885,66034,1091101,4968,12482,66034,1091101,4968,12482,2,88,19,2,10747,80,164,35,97.85,284.74,5.69,9766.75,199.15,3424.75,9965.9,0,0,4285.05,199.15,199.15,4484.2,4484.2,-3225.6
2450818,61349,2450824,66034,1091101,4968,12482,66034,1091101,4968,12482,2,83,13,1,12686,182,164,85,21.34,62.95,18.25,3799.5,1551.25,1813.9,5350.75,139.61,0,2086.75,1551.25,1690.86,3638,3777.61,-262.65
2450818,61349,2450838,66034,1091101,4968,12482,66034,1091101,4968,12482,2,12,11,1,10340,211,164,10,87.13,257.9,190.84,670.6,1908.4,871.3,2579,95.42,0,1263.7,1908.4,2003.82,3172.1,3267.52,1037.1
2450818,61349,2450820,66034,1091101,4968,12482,66034,1091101,4968,12482,2,34,9,5,17410,180,164,32,26.32,64.48,29.01,1135.04,928.32,842.24,2063.36,55.69,0,515.84,928.32,984.01,1444.16,1499.85,86.08
2450818,51699,2450864,88367,768291,5368,38092,88367,768291,5368,38092,2,47,13,2,5150,287,165,16,23.09,45.02,12.6,518.72,201.6,369.44,720.32,18.14,0,180,201.6,219.74,381.6,399.74,-167.84
2450818,51699,2450838,88367,768291,5368,38092,88367,768291,5368,38092,2,55,18,1,16738,94,165,97,31.47,59.47,35.68,2307.63,3460.96,3052.59,5768.59,242.26,0,518.95,3460.96,3703.22,3979.91,4222.17,408.37
2450818,51699,2450864,88367,768291,5368,38092,88367,768291,5368,38092,2,14,11,1,14176,246,165,40,49.62,78.39,51.73,1066.4,2069.2,1984.8,3135.6,41.38,0,1160,2069.2,2110.58,3229.2,3270.58,84.4
2450818,51699,2450855,88367,768291,5368,38092,88367,768291,5368,38092,2,22,17,4,9146,271,165,14,45.1,82.98,43.97,546.14,615.58,631.4,1161.72,55.4,0,11.48,615.58,670.98,627.06,682.46,-15.82
2450818,51699,2450901,88367,768291,5368,38092,88367,768291,5368,38092,2,91,17,4,4381,135,165,93,7.2,18.14,9.79,776.55,910.47,669.6,1687.02,45.52,0,336.66,910.47,955.99,1247.13,1292.65,240.87
2450818,51699,2450845,88367,768291,5368,38092,88367,768291,5368,38092,2,17,8,1,14816,96,165,26,22.85,56.21,9.55,1213.16,248.3,594.1,1461.46,0,0,584.48,248.3,248.3,832.78,832.78,-345.8
2450818,51699,2450849,88367,768291,5368,38092,88367,768291,5368,38092,2,79,11,5,12547,150,165,35,62.89,113.2,99.61,475.65,3486.35,2201.15,3962,7.32,3381.75,1188.6,104.6,111.92,1293.2,1300.52,-2096.55
2450818,51699,2450881,88367,768291,5368,38092,88367,768291,5368,38092,2,28,17,2,16568,232,165,55,55.93,82.21,57.54,1356.85,3164.7,3076.15,4521.55,217.73,443.05,2124.65,2721.65,2939.38,4846.3,5064.03,-354.5
2450818,51699,2450839,88367,768291,5368,38092,88367,768291,5368,38092,2,32,20,4,5674,182,165,15,63.38,129.29,20.68,1629.15,310.2,950.7,1939.35,4.46,86.85,833.85,223.35,227.81,1057.2,1061.66,-727.35
2450818,51699,2450851,88367,768291,5368,38092,88367,768291,5368,38092,2,30,12,2,17734,59,165,32,59.71,131.36,49.91,2606.4,1597.12,1910.72,4203.52,31.94,0,966.72,1597.12,1629.06,2563.84,2595.78,-313.6
2450818,51699,2450848,88367,768291,5368,38092,88367,768291,5368,38092,2,106,7,2,7816,238,165,89,53.39,100.9,50.45,4490.05,4490.05,4751.71,8980.1,134.7,0,2783.03,4490.05,4624.75,7273.08,7407.78,-261.66
2450818,51699,2450878,88367,768291,5368,38092,88367,768291,5368,38092,2,17,11,5,3196,135,165,10,40.68,115.93,20.86,950.7,208.6,406.8,1159.3,2.08,0,197,208.6,210.68,405.6,407.68,-198.2
2450818,51699,2450835,88367,768291,5368,38092,88367,768291,5368,38092,2,33,5,1,4978,215,165,79,20.36,31.96,17.57,1136.81,1388.03,1608.44,2524.84,13.88,0,24.49,1388.03,1401.91,1412.52,1426.4,-220.41
2450818,51699,2450854,88367,768291,5368,38092,88367,768291,5368,38092,2,92,20,5,9316,5,165,1,47.13,49.48,10.39,39.09,10.39,47.13,49.48,0.41,0,9.4,10.39,10.8,19.79,20.2,-36.74
2450818,26465,2450866,83708,1007544,4533,46369,83708,1007544,4533,46369,4,37,19,3,8608,263,166,28,53.67,55.28,43.67,325.08,1222.76,1502.76,1547.84,12.22,0,510.72,1222.76,1234.98,1733.48,1745.7,-280
2450818,26465,2450873,83708,1007544,4533,46369,83708,1007544,4533,46369,4,33,11,5,7324,126,166,100,96.72,169.26,67.7,10156,6770,9672,16926,67.7,0,507,6770,6837.7,7277,7344.7,-2902
2450818,26465,2450852,83708,1007544,4533,46369,83708,1007544,4533,46369,4,37,10,4,8887,125,166,83,59.68,71.61,6.44,5409.11,534.52,4953.44,5943.63,12.34,122.93,1544.63,411.59,423.93,1956.22,1968.56,-4541.85
2450818,26465,2450890,83708,1007544,4533,46369,83708,1007544,4533,46369,4,61,5,4,14512,256,166,82,82.08,87,14.79,5921.22,1212.78,6730.56,7134,24.25,0,2282.88,1212.78,1237.03,3495.66,3519.91,-5517.78
2450818,26465,2450904,83708,1007544,4533,46369,83708,1007544,4533,46369,4,56,2,4,15352,218,166,85,79.08,153.41,4.6,12648.85,391,6721.8,13039.85,23.46,0,2215.95,391,414.46,2606.95,2630.41,-6330.8
2450818,26465,2450873,83708,1007544,4533,46369,83708,1007544,4533,46369,4,71,6,5,2656,200,166,29,58.61,85.57,84.71,24.94,2456.59,1699.69,2481.53,49.13,0,74.24,2456.59,2505.72,2530.83,2579.96,756.9
2450818,26465,2450862,83708,1007544,4533,46369,83708,1007544,4533,46369,4,25,9,5,13225,234,166,10,28.21,59.52,53.56,59.6,535.6,282.1,595.2,21.42,0,130.9,535.6,557.02,666.5,687.92,253.5
2450818,26465,2450893,83708,1007544,4533,46369,83708,1007544,4533,46369,4,96,9,5,13930,234,166,40,38.64,103.55,103.55,0,4142,1545.6,4142,331.36,0,745.2,4142,4473.36,4887.2,5218.56,2596.4
2450818,26465,2450848,83708,1007544,4533,46369,83708,1007544,4533,46369,4,68,1,5,586,160,166,39,7.81,21.78,3.04,730.86,118.56,304.59,849.42,3.55,0,101.79,118.56,122.11,220.35,223.9,-186.03
2450818,26465,2450833,83708,1007544,4533,46369,83708,1007544,4533,46369,4,100,18,5,17317,201,166,26,66.64,135.94,6.79,3357.9,176.54,1732.64,3534.44,7.3,54.72,0,121.82,129.12,121.82,129.12,-1610.82
2450818,26465,2450855,83708,1007544,4533,46369,83708,1007544,4533,46369,4,13,6,5,1837,260,166,28,32.44,37.63,19.56,505.96,547.68,908.32,1053.64,21.9,0,326.48,547.68,569.58,874.16,896.06,-360.64
2450818,26465,2450846,83708,1007544,4533,46369,83708,1007544,4533,46369,4,84,10,4,1762,109,166,79,99.22,153.79,147.63,486.64,11662.77,7838.38,12149.41,923.69,116.62,5952.65,11546.15,12469.84,17498.8,18422.49,3707.77
2450818,26465,2450839,83708,1007544,4533,46369,83708,1007544,4533,46369,4,26,9,5,11860,109,166,39,88.61,155.95,104.48,2007.33,4074.72,3455.79,6082.05,122.24,0,1337.7,4074.72,4196.96,5412.42,5534.66,618.93
2450818,43579,2450858,52073,1034112,1751,4190,52073,1034112,1751,4190,1,26,1,3,12608,252,167,77,9.01,15.22,10.95,328.79,843.15,693.77,1171.94,16.86,0,351.12,843.15,860.01,1194.27,1211.13,149.38
2450818,43579,2450895,52073,1034112,1751,4190,52073,1034112,1751,4190,1,46,17,1,17617,53,167,53,3.9,5.46,0.7,252.28,37.1,206.7,289.38,1.11,0,115.54,37.1,38.21,152.64,153.75,-169.6
2450818,43579,2450856,52073,1034112,1751,4190,52073,1034112,1751,4190,1,38,20,3,16156,136,167,35,9.43,18.67,0.37,640.5,12.95,330.05,653.45,0.6,0.77,143.5,12.18,12.78,155.68,156.28,-317.87
2450818,43579,2450863,52073,1034112,1751,4190,52073,1034112,1751,4190,1,58,10,3,3674,139,167,97,94.21,237.4,40.35,19113.85,3913.95,9138.37,23027.8,273.97,0,11283.04,3913.95,4187.92,15196.99,15470.96,-5224.42
2450818,43579,2450845,52073,1034112,1751,4190,52073,1034112,1751,4190,1,76,13,4,1381,11,167,67,82.25,176.83,127.31,3317.84,8529.77,5510.75,11847.61,341.19,0,1184.56,8529.77,8870.96,9714.33,10055.52,3019.02
2450818,43579,2450884,52073,1034112,1751,4190,52073,1034112,1751,4190,1,62,9,2,7909,5,167,61,80.15,169.91,3.39,10157.72,206.79,4889.15,10364.51,6.2,0,1036.39,206.79,212.99,1243.18,1249.38,-4682.36
2450818,43579,2450834,52073,1034112,1751,4190,52073,1034112,1751,4190,1,33,18,1,13843,65,167,42,29.99,77.67,69.9,326.34,2935.8,1259.58,3262.14,146.79,0,260.82,2935.8,3082.59,3196.62,3343.41,1676.22
2450818,43579,2450879,52073,1034112,1751,4190,52073,1034112,1751,4190,1,28,6,5,5911,28,167,84,96.71,98.64,9.86,7457.52,828.24,8123.64,8285.76,49.69,0,2816.52,828.24,877.93,3644.76,3694.45,-7295.4
2450818,23833,2450838,97693,353845,6444,36196,97693,353845,6444,36196,4,92,2,3,13064,145,168,45,11.99,22.66,2.71,897.75,121.95,539.55,1019.7,7.31,0,265.05,121.95,129.26,387,394.31,-417.6
2450818,23833,2450904,97693,353845,6444,36196,97693,353845,6444,36196,4,78,8,2,4466,113,168,55,53.75,124.16,54.63,3824.15,3004.65,2956.25,6828.8,0,0,2799.5,3004.65,3004.65,5804.15,5804.15,48.4
2450818,23833,2450905,97693,353845,6444,36196,97693,353845,6444,36196,4,101,12,3,15448,226,168,5,2.53,5.06,4.19,4.35,20.95,12.65,25.3,0,16.13,4.8,4.82,4.82,9.62,9.62,-7.83
2450818,23833,2450901,97693,353845,6444,36196,97693,353845,6444,36196,4,104,5,4,1705,5,168,64,94.22,203.51,65.12,8856.96,4167.68,6030.08,13024.64,166.7,0,1692.8,4167.68,4334.38,5860.48,6027.18,-1862.4
2450818,23833,2450882,97693,353845,6444,36196,97693,353845,6444,36196,4,21,4,5,13316,283,168,93,84.57,114.16,99.31,1381.05,9235.83,7865.01,10616.88,171.78,3509.61,0,5726.22,5898,5726.22,5898,-2138.79
2450818,23833,2450826,97693,353845,6444,36196,97693,353845,6444,36196,4,55,15,4,17114,147,168,67,54.3,77.64,6.98,4734.22,467.66,3638.1,5201.88,9.35,0,1560.43,467.66,477.01,2028.09,2037.44,-3170.44
2450818,23833,2450823,97693,353845,6444,36196,97693,353845,6444,36196,4,62,15,3,12247,169,168,48,27.09,53.09,1.06,2497.44,50.88,1300.32,2548.32,0.5,0,203.52,50.88,51.38,254.4,254.9,-1249.44
2450818,23833,2450853,97693,353845,6444,36196,97693,353845,6444,36196,4,51,19,4,2402,76,168,16,15.79,32.84,11.49,341.6,183.84,252.64,525.44,1.54,158.1,199.52,25.74,27.28,225.26,226.8,-226.9
2450818,23833,2450907,97693,353845,6444,36196,97693,353845,6444,36196,4,60,9,5,8474,117,168,74,50.35,90.12,50.46,2934.84,3734.04,3725.9,6668.88,336.06,0,466.2,3734.04,4070.1,4200.24,4536.3,8.14
2450818,23833,2450874,97693,353845,6444,36196,97693,353845,6444,36196,4,23,7,4,13514,267,168,14,64.49,147.03,144.08,41.3,2017.12,902.86,2058.42,0,0,349.86,2017.12,2017.12,2366.98,2366.98,1114.26
2450818,14609,2450851,49067,1108213,3806,20552,49067,1108213,3806,20552,2,58,6,4,9836,241,169,34,38.43,99.14,89.22,337.28,3033.48,1306.62,3370.76,60.66,0,909.84,3033.48,3094.14,3943.32,4003.98,1726.86
2450818,14609,2450852,49067,1108213,3806,20552,49067,1108213,3806,20552,2,55,7,3,16160,137,169,78,82.26,108.58,53.2,4319.64,4149.6,6416.28,8469.24,331.96,0,3980.34,4149.6,4481.56,8129.94,8461.9,-2266.68
2450818,14609,2450903,49067,1108213,3806,20552,49067,1108213,3806,20552,2,61,11,3,8515,206,169,77,71.43,196.43,119.82,5898.97,9226.14,5500.11,15125.11,830.35,0,6956.95,9226.14,10056.49,16183.09,17013.44,3726.03
2450818,14609,2450849,49067,1108213,3806,20552,49067,1108213,3806,20552,2,12,17,5,3985,141,169,27,43.24,123.23,96.11,732.24,2594.97,1167.48,3327.21,207.59,0,1497.15,2594.97,2802.56,4092.12,4299.71,1427.49
2450818,14609,2450842,49067,1108213,3806,20552,49067,1108213,3806,20552,2,13,2,2,6670,63,169,41,33.59,44.33,16.4,1145.13,672.4,1377.19,1817.53,20.17,0,326.77,672.4,692.57,999.17,1019.34,-704.79
2450818,14609,2450824,49067,1108213,3806,20552,49067,1108213,3806,20552,2,84,4,2,11606,16,169,88,55.77,144.44,102.55,3686.32,9024.4,4907.76,12710.72,270.73,0,253.44,9024.4,9295.13,9277.84,9548.57,4116.64
2450818,14609,2450852,49067,1108213,3806,20552,49067,1108213,3806,20552,2,90,8,5,12824,114,169,43,88.41,90.17,15.32,3218.55,658.76,3801.63,3877.31,6.58,0,1163.15,658.76,665.34,1821.91,1828.49,-3142.87
2450818,14609,2450826,49067,1108213,3806,20552,49067,1108213,3806,20552,2,51,12,4,13010,131,169,9,85.26,138.12,60.77,696.15,546.93,767.34,1243.08,49.22,0,0,546.93,596.15,546.93,596.15,-220.41
2450818,14609,2450859,49067,1108213,3806,20552,49067,1108213,3806,20552,2,101,12,1,5066,51,169,97,10.44,26.51,14.84,1131.99,1439.48,1012.68,2571.47,54.12,86.36,514.1,1353.12,1407.24,1867.22,1921.34,340.44
2450818,14609,2450873,49067,1108213,3806,20552,49067,1108213,3806,20552,2,94,20,4,4238,179,169,29,46.8,112.32,90.97,619.15,2638.13,1357.2,3257.28,184.66,0,1628.64,2638.13,2822.79,4266.77,4451.43,1280.93
2450818,14609,2450886,49067,1108213,3806,20552,49067,1108213,3806,20552,2,37,7,3,3068,286,169,50,10,16.8,13.44,168,672,500,840,23.11,94.08,8,577.92,601.03,585.92,609.03,77.92
2450818,80183,2450908,89256,597544,4232,48520,89256,597544,4232,48520,1,39,15,1,17179,226,170,1,51.99,74.34,68.39,5.95,68.39,51.99,74.34,4.78,0,26.76,68.39,73.17,95.15,99.93,16.4
2450818,80183,2450848,89256,597544,4232,48520,89256,597544,4232,48520,1,6,3,4,6721,266,170,63,50.49,53.01,14.84,2404.71,934.92,3180.87,3339.63,74.79,0,1001.7,934.92,1009.71,1936.62,2011.41,-2245.95
2450818,80183,2450849,89256,597544,4232,48520,89256,597544,4232,48520,1,37,12,2,16918,110,170,27,10.77,31.44,10.68,560.52,288.36,290.79,848.88,6.83,60.55,110.16,227.81,234.64,337.97,344.8,-62.98
2450818,80183,2450821,89256,597544,4232,48520,89256,597544,4232,48520,1,27,8,4,922,261,170,26,62.13,90.7,90.7,0,2358.2,1615.38,2358.2,70.74,0,919.62,2358.2,2428.94,3277.82,3348.56,742.82
2450818,80183,2450896,89256,597544,4232,48520,89256,597544,4232,48520,1,46,6,1,13030,173,170,60,29.11,78.59,67.58,660.6,4054.8,1746.6,4715.4,243.28,0,706.8,4054.8,4298.08,4761.6,5004.88,2308.2
2450818,80183,2450836,89256,597544,4232,48520,89256,597544,4232,48520,1,81,1,4,13244,180,170,66,77.92,190.9,40.08,9954.12,2645.28,5142.72,12599.4,211.62,0,0,2645.28,2856.9,2645.28,2856.9,-2497.44
2450818,80183,2450888,89256,597544,4232,48520,89256,597544,4232,48520,1,89,18,3,12844,288,170,83,88.29,193.35,152.74,3370.63,12677.42,7328.07,16048.05,380.32,0,4332.6,12677.42,13057.74,17010.02,17390.34,5349.35
2450818,80183,2450904,89256,597544,4232,48520,89256,597544,4232,48520,1,60,17,5,16624,55,170,90,94.11,143.04,131.59,1030.5,11843.1,8469.9,12873.6,592.15,0,3861.9,11843.1,12435.25,15705,16297.15,3373.2
2450818,80183,2450831,89256,597544,4232,48520,89256,597544,4232,48520,1,65,10,5,12850,73,170,79,80.12,144.21,30.28,9000.47,2392.12,6329.48,11392.59,95.68,0,3303.78,2392.12,2487.8,5695.9,5791.58,-3937.36
2450818,42639,2450867,61755,1704613,6318,4423,61755,1704613,6318,4423,2,5,9,1,2404,183,171,93,39.36,49.59,23.8,2398.47,2213.4,3660.48,4611.87,199.2,0,1474.98,2213.4,2412.6,3688.38,3887.58,-1447.08
2450818,42639,2450854,61755,1704613,6318,4423,61755,1704613,6318,4423,2,78,6,2,2593,30,171,2,73.66,169.41,147.38,44.06,294.76,147.32,338.82,26.52,0,44.04,294.76,321.28,338.8,365.32,147.44
2450818,42639,2450847,61755,1704613,6318,4423,61755,1704613,6318,4423,2,32,14,1,9169,205,171,85,61.24,121.86,35.33,7355.05,3003.05,5205.4,10358.1,30.63,2492.53,827.9,510.52,541.15,1338.42,1369.05,-4694.88
2450818,42639,2450870,61755,1704613,6318,4423,61755,1704613,6318,4423,2,42,20,1,12332,155,171,35,36.33,65.75,48.65,598.5,1702.75,1271.55,2301.25,51.08,0,736.4,1702.75,1753.83,2439.15,2490.23,431.2
2450818,49203,2450904,98828,427554,280,12253,98828,427554,280,12253,1,51,12,4,8650,108,172,6,8.1,15.06,10.24,28.92,61.44,48.6,90.36,1.22,0,3.6,61.44,62.66,65.04,66.26,12.84
2450818,49203,2450824,98828,427554,280,12253,98828,427554,280,12253,1,90,7,2,9529,208,172,4,38.33,79.34,56.33,92.04,225.32,153.32,317.36,0,0,0,225.32,225.32,225.32,225.32,72
2450818,49203,2450862,98828,427554,280,12253,98828,427554,280,12253,1,41,4,3,1562,136,172,85,9.73,26.85,5.37,1825.8,456.45,827.05,2282.25,27.38,0,935,456.45,483.83,1391.45,1418.83,-370.6
2450818,49203,2450860,98828,427554,280,12253,98828,427554,280,12253,1,19,11,3,15241,224,172,67,30.53,56.48,10.16,3103.44,680.72,2045.51,3784.16,54.45,0,377.88,680.72,735.17,1058.6,1113.05,-1364.79
2450818,49203,2450857,98828,427554,280,12253,98828,427554,280,12253,1,75,16,4,7237,192,172,20,97.6,196.17,66.69,2589.6,1333.8,1952,3923.4,120.04,0,902.2,1333.8,1453.84,2236,2356.04,-618.2
