ws_sold_date_sk,ws_sold_time_sk,ws_ship_date_sk,ws_item_sk,ws_bill_customer_sk,ws_bill_cdemo_sk,ws_bill_hdemo_sk,ws_bill_addr_sk,ws_ship_customer_sk,ws_ship_cdemo_sk,ws_ship_hdemo_sk,ws_ship_addr_sk,ws_web_page_sk,ws_web_site_sk,ws_ship_mode_sk,ws_warehouse_sk,ws_promo_sk,ws_order_number,ws_quantity,ws_wholesale_cost,ws_list_price,ws_sales_price,ws_ext_discount_amt,ws_ext_sales_price,ws_ext_wholesale_cost,ws_ext_list_price,ws_ext_tax,ws_coupon_amt,ws_ext_ship_cost,ws_net_paid,ws_net_paid_inc_tax,ws_net_paid_inc_ship,ws_net_paid_inc_ship_tax,ws_net_profit
2452050,48249,2452170,10725,55611,301065,119,31126,89504,1344568,5708,34095,23,13,12,5,105,82,47,74.89,179.73,120.41,2788.04,5659.27,3519.83,8447.31,169.77,0,2787.57,5659.27,5829.04,8446.84,8616.61,2139.44
2452050,48249,2452068,14371,55611,301065,119,31126,89504,1344568,5708,34095,55,15,18,3,248,82,4,88.61,100.12,39.04,244.32,156.16,354.44,400.48,0.7,142.1,76.08,14.06,14.76,90.14,90.84,-340.38
2452050,48249,2452087,2003,55611,301065,119,31126,89504,1344568,5708,34095,43,9,15,3,118,82,51,23.22,50.61,26.31,1239.3,1341.81,1184.22,2581.11,21.73,617.23,258.06,724.58,746.31,982.64,1004.37,-459.64
2452050,48249,2452166,17851,55611,301065,119,31126,89504,1344568,5708,34095,23,29,11,4,227,82,58,60.43,174.03,120.08,3129.1,6964.64,3504.94,10093.74,557.17,0,4743.82,6964.64,7521.81,11708.46,12265.63,3459.7
2452050,48249,2452146,6651,55611,301065,119,31126,89504,1344568,5708,34095,25,3,14,1,98,82,32,70.34,128.01,0,4096.32,0,2250.88,4096.32,0,0,245.76,0,0,245.76,245.76,-2250.88
2452050,48249,2452105,3715,55611,301065,119,31126,89504,1344568,5708,34095,37,21,13,5,257,82,21,46.14,137.03,119.21,374.22,2503.41,968.94,2877.63,25.03,0,1064.7,2503.41,2528.44,3568.11,3593.14,1534.47
2452050,48249,2452119,13589,55611,301065,119,31126,89504,1344568,5708,34095,9,29,15,5,15,82,59,49.06,51.51,1.54,2948.23,90.86,2894.54,3039.09,3.63,0,90.86,90.86,94.49,181.72,185.35,-2803.68
2452339,12892,2452446,14904,2983,359033,683,37533,42614,1814683,273,11110,54,1,15,1,110,83,69,47.68,119.2,16.68,7073.88,1150.92,3289.92,8224.8,52.36,103.58,2960.79,1047.34,1099.7,4008.13,4060.49,-2242.58
2452339,12892,2452357,15805,2983,359033,683,37533,42614,1814683,273,11110,12,24,1,2,46,83,8,58.27,117.7,1.17,932.24,9.36,466.16,941.6,0.3,1.68,423.68,7.68,7.98,431.36,431.66,-458.48
2452339,12892,2452379,12426,2983,359033,683,37533,42614,1814683,273,11110,9,21,17,1,52,83,3,41.26,49.51,14.85,103.98,44.55,123.78,148.53,3.56,0,60.87,44.55,48.11,105.42,108.98,-79.23
2452339,12892,2452414,6852,2983,359033,683,37533,42614,1814683,273,11110,43,25,14,5,106,83,10,64.43,169.45,138.94,305.1,1389.4,644.3,1694.5,0,0,474.4,1389.4,1389.4,1863.8,1863.8,745.1
2452339,12892,2452376,6093,2983,359033,683,37533,42614,1814683,273,11110,25,9,4,3,122,83,48,30.57,49.21,16.73,1559.04,803.04,1467.36,2362.08,48.9,104.39,519.36,698.65,747.55,1218.01,1266.91,-768.71
2452339,12892,2452367,4315,2983,359033,683,37533,42614,1814683,273,11110,1,27,17,5,53,83,50,41.35,124.05,96.75,1365,4837.5,2067.5,6202.5,387,0,1984.5,4837.5,5224.5,6822,7209,2770
2452339,12892,2452422,5802,2983,359033,683,37533,42614,1814683,273,11110,12,9,4,1,55,83,65,95.74,256.58,141.11,7505.55,9172.15,6223.1,16677.7,275.16,0,166.4,9172.15,9447.31,9338.55,9613.71,2949.05
2452339,12892,2452357,9583,2983,359033,683,37533,42614,1814683,273,11110,33,18,18,2,119,83,21,49.67,67.05,9.38,1211.07,196.98,1043.07,1408.05,5.9,0,563.22,196.98,202.88,760.2,766.1,-846.09
2452339,12892,2452398,11775,2983,359033,683,37533,42614,1814683,273,11110,51,19,14,5,119,83,32,42.65,96.38,79.99,524.48,2559.68,1364.8,3084.16,230.37,0,215.68,2559.68,2790.05,2775.36,3005.73,1194.88
2452339,12892,2452377,17749,2983,359033,683,37533,42614,1814683,273,11110,31,24,1,2,16,83,99,19.42,49.52,43.57,589.05,4313.43,1922.58,4902.48,86.26,0,1470.15,4313.43,4399.69,5783.58,5869.84,2390.85
2452339,12892,2452442,1311,2983,359033,683,37533,42614,1814683,273,11110,12,30,4,3,102,83,47,12.51,21.51,8.6,606.77,404.2,587.97,1010.97,16.16,0,90.71,404.2,420.36,494.91,511.07,-183.77
2452339,12892,2452430,10374,2983,359033,683,37533,42614,1814683,273,11110,21,18,7,3,206,83,67,61.72,135.16,112.18,1539.66,7516.06,4135.24,9055.72,526.12,0,3622.02,7516.06,8042.18,11138.08,11664.2,3380.82
2452339,12892,2452453,4753,2983,359033,683,37533,42614,1814683,273,11110,54,19,16,4,42,83,96,79.59,227.62,34.14,18574.08,3277.44,7640.64,21851.52,0,0,10925.76,3277.44,3277.44,14203.2,14203.2,-4363.2
2452339,12892,2452379,9564,2983,359033,683,37533,42614,1814683,273,11110,12,7,2,5,261,83,24,73.07,99.37,32.79,1597.92,786.96,1753.68,2384.88,31.47,0,786.96,786.96,818.43,1573.92,1605.39,-966.72
2451121,45872,2451195,10498,36671,1428748,25,3702,15919,780901,4688,14875,31,4,7,4,188,84,4,92.94,227.7,52.37,701.32,209.48,371.76,910.8,12.56,0,364.32,209.48,222.04,573.8,586.36,-162.28
2451121,45872,2451175,13384,36671,1428748,25,3702,15919,780901,4688,14875,14,22,19,1,123,84,45,31.83,80.21,30.47,2238.3,1371.15,1432.35,3609.45,95.98,0,396.9,1371.15,1467.13,1768.05,1864.03,-61.2
2451121,45872,2451185,5200,36671,1428748,25,3702,15919,780901,4688,14875,43,1,3,5,224,84,93,7,17.99,2.69,1422.9,250.17,651,1673.07,22.51,0,0,250.17,272.68,250.17,272.68,-400.83
2451121,45872,2451226,5443,36671,1428748,25,3702,15919,780901,4688,14875,8,7,13,2,181,84,48,73.14,182.11,100.16,3933.6,4807.68,3510.72,8741.28,384.61,0,524.16,4807.68,5192.29,5331.84,5716.45,1296.96
2451121,45872,2451213,17638,36671,1428748,25,3702,15919,780901,4688,14875,8,16,13,2,231,84,68,19.89,27.64,23.77,263.16,1616.36,1352.52,1879.52,145.47,0,883.32,1616.36,1761.83,2499.68,2645.15,263.84
2451121,45872,2451140,8791,36671,1428748,25,3702,15919,780901,4688,14875,10,25,10,4,101,84,52,71.03,166.92,23.36,7465.12,1214.72,3693.56,8679.84,0,0,1909.44,1214.72,1214.72,3124.16,3124.16,-2478.84
2451121,45872,2451133,13981,36671,1428748,25,3702,15919,780901,4688,14875,31,22,18,1,277,84,27,15.73,42.62,32.81,264.87,885.87,424.71,1150.74,26.57,0,402.57,885.87,912.44,1288.44,1315.01,461.16
2451121,45872,2451213,16586,36671,1428748,25,3702,15919,780901,4688,14875,34,16,10,1,162,84,82,6.88,18.98,3.22,1292.32,264.04,564.16,1556.36,5.28,0,77.08,264.04,269.32,341.12,346.4,-300.12
2451121,45872,2451236,10358,36671,1428748,25,3702,15919,780901,4688,14875,1,16,10,3,86,84,35,37.25,76.73,42.96,1181.95,1503.6,1303.75,2685.55,75.18,0,590.8,1503.6,1578.78,2094.4,2169.58,199.85
2451121,45872,2451133,4436,36671,1428748,25,3702,15919,780901,4688,14875,56,4,7,1,15,84,5,36.93,55.02,31.91,115.55,159.55,184.65,275.1,0,0,112.75,159.55,159.55,272.3,272.3,-25.1
2451121,45872,2451212,3698,36671,1428748,25,3702,15919,780901,4688,14875,38,10,15,1,47,84,94,63.72,159.93,94.35,6164.52,8868.9,5989.68,15033.42,46.11,4257.07,5561.98,4611.83,4657.94,10173.81,10219.92,-1377.85
2452497,65461,2452526,3763,96461,1344599,737,5275,89193,63748,4135,45322,19,30,17,2,67,85,75,50.16,56.17,36.51,1474.5,2738.25,3762,4212.75,191.67,0,462.75,2738.25,2929.92,3201,3392.67,-1023.75
2452497,65461,2452528,2407,96461,1344599,737,5275,89193,63748,4135,45322,15,24,9,1,123,85,67,20.95,48.18,46.73,97.15,3130.91,1403.65,3228.06,93.92,0,1614.03,3130.91,3224.83,4744.94,4838.86,1727.26
2452497,65461,2452551,6225,96461,1344599,737,5275,89193,63748,4135,45322,3,12,17,1,92,85,72,46.35,78.33,46.99,2256.48,3383.28,3337.2,5639.76,101.49,0,958.32,3383.28,3484.77,4341.6,4443.09,46.08
2452497,65461,2452536,6987,96461,1344599,737,5275,89193,63748,4135,45322,15,13,19,3,297,85,85,59.65,158.07,25.29,11286.3,2149.65,5070.25,13435.95,128.97,0,2283.95,2149.65,2278.62,4433.6,4562.57,-2920.6
2452497,65461,2452500,11436,96461,1344599,737,5275,89193,63748,4135,45322,42,18,10,3,19,85,94,91.74,218.34,139.73,7389.34,13134.62,8623.56,20523.96,0,7749.42,4104.04,5385.2,5385.2,9489.24,9489.24,-3238.36
2452497,65461,2452529,7419,96461,1344599,737,5275,89193,63748,4135,45322,45,3,8,2,216,85,55,24.29,57.56,36.26,1171.5,1994.3,1335.95,3165.8,99.71,0,474.65,1994.3,2094.01,2468.95,2568.66,658.35
2452497,65461,2452517,9234,96461,1344599,737,5275,89193,63748,4135,45322,33,19,3,1,109,85,33,14.71,41.77,31.32,344.85,1033.56,485.43,1378.41,31,0,151.47,1033.56,1064.56,1185.03,1216.03,548.13
2452497,65461,2452600,13327,96461,1344599,737,5275,89193,63748,4135,45322,31,27,12,5,68,85,82,6.07,12.26,2.81,774.9,230.42,497.74,1005.32,6.91,0,260.76,230.42,237.33,491.18,498.09,-267.32
2452497,65461,2452547,5881,96461,1344599,737,5275,89193,63748,4135,45322,13,3,17,2,257,85,69,60.11,88.36,6.18,5670.42,426.42,4147.59,6096.84,8.52,0,1097.1,426.42,434.94,1523.52,1532.04,-3721.17
2452497,65461,2452528,3465,96461,1344599,737,5275,89193,63748,4135,45322,27,1,8,5,292,85,77,72.59,213.41,93.9,9202.27,7230.3,5589.43,16432.57,274.75,1735.27,5093.55,5495.03,5769.78,10588.58,10863.33,-94.4
2452497,65461,2452574,7290,96461,1344599,737,5275,89193,63748,4135,45322,33,15,9,5,281,85,30,31.03,43.44,38.22,156.6,1146.6,930.9,1303.2,8.48,722.35,364.8,424.25,432.73,789.05,797.53,-506.65
2452497,65461,2452589,9801,96461,1344599,737,5275,89193,63748,4135,45322,48,3,20,1,139,85,21,82.15,210.3,159.82,1060.08,3356.22,1725.15,4416.3,201.37,0,1589.7,3356.22,3557.59,4945.92,5147.29,1631.07
2452497,65461,2452600,7959,96461,1344599,737,5275,89193,63748,4135,45322,55,15,5,5,142,85,31,43.29,115.58,40.45,2329.03,1253.95,1341.99,3582.98,32.35,714.75,644.8,539.2,571.55,1184,1216.35,-802.79
2452497,65461,2452613,4401,96461,1344599,737,5275,89193,63748,4135,45322,27,19,16,4,5,85,53,63.95,171.38,128.53,2271.05,6812.09,3389.35,9083.14,272.48,0,1271.47,6812.09,7084.57,8083.56,8356.04,3422.74
2451408,62038,2451485,3448,21094,1129773,5299,42378,19881,781278,5677,10923,46,16,4,4,114,86,68,46.08,98.61,46.34,3554.36,3151.12,3133.44,6705.48,126.04,0,2145.4,3151.12,3277.16,5296.52,5422.56,17.68
2451408,62038,2451505,15367,21094,1129773,5299,42378,19881,781278,5677,10923,55,2,9,1,270,86,80,92.96,242.62,50.95,15333.6,4076,7436.8,19409.6,326.08,0,7957.6,4076,4402.08,12033.6,12359.68,-3360.8
2451408,62038,2451490,16273,21094,1129773,5299,42378,19881,781278,5677,10923,31,20,16,3,243,86,66,43.62,88.11,51.1,2442.66,3372.6,2878.92,5815.26,0,0,1860.54,3372.6,3372.6,5233.14,5233.14,493.68
2451408,62038,2451419,3241,21094,1129773,5299,42378,19881,781278,5677,10923,52,22,17,2,140,86,14,91.59,262.86,202.4,846.44,2833.6,1282.26,3680.04,170.01,0,1508.78,2833.6,3003.61,4342.38,4512.39,1551.34
2451408,62038,2451425,8605,21094,1129773,5299,42378,19881,781278,5677,10923,50,26,5,3,61,86,50,16.33,42.78,39.35,171.5,1967.5,816.5,2139,108.01,767.32,342,1200.18,1308.19,1542.18,1650.19,383.68
2451408,62038,2451411,3092,21094,1129773,5299,42378,19881,781278,5677,10923,1,1,18,3,8,86,84,37.17,97.01,77.6,1630.44,6518.4,3122.28,8148.84,391.1,0,407.4,6518.4,6909.5,6925.8,7316.9,3396.12
2451408,62038,2451428,8834,21094,1129773,5299,42378,19881,781278,5677,10923,1,10,8,3,58,86,60,15.82,26.57,11.42,909,685.2,949.2,1594.2,27.4,0,525.6,685.2,712.6,1210.8,1238.2,-264
2451408,62038,2451516,17228,21094,1129773,5299,42378,19881,781278,5677,10923,13,14,19,3,184,86,99,7.43,20.65,2.89,1758.24,286.11,735.57,2044.35,2.06,80.11,305.91,206,208.06,511.91,513.97,-529.57
2451408,62038,2451450,9988,21094,1129773,5299,42378,19881,781278,5677,10923,19,1,9,5,251,86,80,7.4,22.05,9.48,1005.6,758.4,592,1764,68.25,0,528.8,758.4,826.65,1287.2,1355.45,166.4
2451408,62038,2451479,16633,21094,1129773,5299,42378,19881,781278,5677,10923,34,16,10,1,132,86,27,71.2,106.8,50.19,1528.47,1355.13,1922.4,2883.6,54.2,0,922.59,1355.13,1409.33,2277.72,2331.92,-567.27
2451408,62038,2451425,16057,21094,1129773,5299,42378,19881,781278,5677,10923,34,25,18,3,95,86,17,13.85,15.23,1.67,230.52,28.39,235.45,258.91,1.7,0,67.15,28.39,30.09,95.54,97.24,-207.06
2451408,62038,2451493,13754,21094,1129773,5299,42378,19881,781278,5677,10923,43,10,20,4,228,86,80,26.74,58.02,30.17,2228,2413.6,2139.2,4641.6,72.4,0,2273.6,2413.6,2486,4687.2,4759.6,274.4
2451408,62038,2451513,14476,21094,1129773,5299,42378,19881,781278,5677,10923,46,10,8,3,65,86,87,48.02,129.65,50.56,6880.83,4398.72,4177.74,11279.55,87.97,0,2029.71,4398.72,4486.69,6428.43,6516.4,220.98
2452050,17840,2452117,927,49208,175411,6414,25017,67413,611566,2849,21685,11,21,6,4,19,87,51,38.61,44.4,22.64,1109.76,1154.64,1969.11,2264.4,46.18,0,814.98,1154.64,1200.82,1969.62,2015.8,-814.47
2452050,17840,2452153,8415,49208,175411,6414,25017,67413,611566,2849,21685,19,29,10,5,300,87,96,44.34,91.34,71.24,1929.6,6839.04,4256.64,8768.64,478.73,0,3506.88,6839.04,7317.77,10345.92,10824.65,2582.4
2452050,17840,2452148,12727,49208,175411,6414,25017,67413,611566,2849,21685,43,7,3,5,47,87,27,16.39,22.94,7.79,409.05,210.33,442.53,619.38,2.1,0,129.87,210.33,212.43,340.2,342.3,-232.2
2452050,17840,2452099,2453,49208,175411,6414,25017,67413,611566,2849,21685,15,11,4,2,120,87,76,23.26,47.91,33.05,1129.36,2511.8,1767.76,3641.16,75.35,0,728.08,2511.8,2587.15,3239.88,3315.23,744.04
2452050,17840,2452108,11585,49208,175411,6414,25017,67413,611566,2849,21685,25,9,4,3,115,87,31,41.17,87.69,14.9,2256.49,461.9,1276.27,2718.39,12.56,147.8,815.3,314.1,326.66,1129.4,1141.96,-962.17
2452050,17840,2452119,15117,49208,175411,6414,25017,67413,611566,2849,21685,43,5,14,5,6,87,52,49.24,107.34,5.36,5302.96,278.72,2560.48,5581.68,25.08,0,1785.68,278.72,303.8,2064.4,2089.48,-2281.76
2452050,17840,2452164,7105,49208,175411,6414,25017,67413,611566,2849,21685,27,25,15,4,183,87,43,10.28,26.21,13.36,552.55,574.48,442.04,1127.03,5.74,0,337.98,574.48,580.22,912.46,918.2,132.44
2452050,17840,2452159,3059,49208,175411,6414,25017,67413,611566,2849,21685,19,7,18,4,263,87,91,9.98,22.65,19.93,247.52,1813.63,908.18,2061.15,54.4,0,576.94,1813.63,1868.03,2390.57,2444.97,905.45
2452050,17840,2452134,13933,49208,175411,6414,25017,67413,611566,2849,21685,35,19,2,1,143,87,93,94.28,210.24,4.2,19161.72,390.6,8768.04,19552.32,0,0,8407.2,390.6,390.6,8797.8,8797.8,-8377.44
2452050,17840,2452081,13271,49208,175411,6414,25017,67413,611566,2849,21685,3,13,15,3,98,87,3,93.23,153.82,136.89,50.79,410.67,279.69,461.46,16.42,0,221.49,410.67,427.09,632.16,648.58,130.98
2452050,17840,2452107,3371,49208,175411,6414,25017,67413,611566,2849,21685,7,15,15,2,89,87,16,36.42,108.89,38.11,1132.48,609.76,582.72,1742.24,6.09,0,0,609.76,615.85,609.76,615.85,27.04
2452050,17840,2452078,9725,49208,175411,6414,25017,67413,611566,2849,21685,17,9,1,4,210,87,53,36.41,55.34,3.32,2757.06,175.96,1929.73,2933.02,1.75,0,469.05,175.96,177.71,645.01,646.76,-1753.77
2452050,17840,2452105,745,49208,175411,6414,25017,67413,611566,2849,21685,35,5,8,1,71,87,45,25.89,37.79,34.01,170.1,1530.45,1165.05,1700.55,76.52,0,594.9,1530.45,1606.97,2125.35,2201.87,365.4
2452050,17840,2452160,31,49208,175411,6414,25017,67413,611566,2849,21685,29,23,12,4,176,87,59,14.71,17.94,0.53,1027.19,31.27,867.89,1058.46,0.93,0,73.75,31.27,32.2,105.02,105.95,-836.62
2451375,59503,2451411,9092,74942,1114698,854,36610,12986,554438,5556,26274,28,28,15,3,188,88,57,65.79,185.52,89.04,5499.36,5075.28,3750.03,10574.64,101.5,0,3701.01,5075.28,5176.78,8776.29,8877.79,1325.25
2451375,59503,2451391,14851,74942,1114698,854,36610,12986,554438,5556,26274,16,10,13,5,20,88,66,60.18,158.27,14.24,9505.98,939.84,3971.88,10445.82,56.39,0,312.84,939.84,996.23,1252.68,1309.07,-3032.04
2451375,59503,2451457,373,74942,1114698,854,36610,12986,554438,5556,26274,16,2,8,4,170,88,16,1.79,5.1,2.24,45.76,35.84,28.64,81.6,1.43,0,40.8,35.84,37.27,76.64,78.07,7.2
2451375,59503,2451424,6680,74942,1114698,854,36610,12986,554438,5556,26274,31,10,16,1,36,88,7,28.33,54.39,11.96,297.01,83.72,198.31,380.73,0.07,76.18,41.86,7.54,7.61,49.4,49.47,-190.77
2451375,59503,2451459,16792,74942,1114698,854,36610,12986,554438,5556,26274,55,4,18,3,205,88,67,29.45,55.36,7.19,3227.39,481.73,1973.15,3709.12,28.9,0,259.29,481.73,510.63,741.02,769.92,-1491.42
2451375,59503,2451378,12230,74942,1114698,854,36610,12986,554438,5556,26274,19,7,18,2,46,88,64,10.38,25.22,4.03,1356.16,257.92,664.32,1614.08,1.7,87.69,807.04,170.23,171.93,977.27,978.97,-494.09
2451375,59503,2451477,7939,74942,1114698,854,36610,12986,554438,5556,26274,44,20,2,3,231,88,58,28.9,61.55,44.93,963.96,2605.94,1676.2,3569.9,234.53,0,749.36,2605.94,2840.47,3355.3,3589.83,929.74
2451375,59503,2451385,692,74942,1114698,854,36610,12986,554438,5556,26274,8,2,12,4,129,88,40,93.48,193.5,158.67,1393.2,6346.8,3739.2,7740,444.27,0,2322,6346.8,6791.07,8668.8,9113.07,2607.6
2451375,59503,2451488,16327,74942,1114698,854,36610,12986,554438,5556,26274,16,2,12,2,55,88,96,40.38,105.39,66.39,3744,6373.44,3876.48,10117.44,0,0,404.16,6373.44,6373.44,6777.6,6777.6,2496.96
2451375,59503,2451421,871,74942,1114698,854,36610,12986,554438,5556,26274,52,14,6,2,78,88,68,62.77,134.95,9.44,8534.68,641.92,4268.36,9176.6,38.51,0,2660.84,641.92,680.43,3302.76,3341.27,-3626.44
2451375,59503,2451391,9541,74942,1114698,854,36610,12986,554438,5556,26274,25,4,10,5,190,88,63,80.84,164.1,19.69,9097.83,1240.47,5092.92,10338.3,0,0,4341.96,1240.47,1240.47,5582.43,5582.43,-3852.45
2451513,55518,2451591,17686,91083,39218,4953,48288,91708,900034,2288,9695,26,4,12,1,120,89,66,60.34,95.33,95.33,0,6291.78,3982.44,6291.78,61.65,5410.93,502.92,880.85,942.5,1383.77,1445.42,-3101.59
2451513,55518,2451541,9146,91083,39218,4953,48288,91708,900034,2288,9695,4,25,6,1,299,89,100,49.73,79.07,62.46,1661,6246,4973,7907,438.46,1374.12,3558,4871.88,5310.34,8429.88,8868.34,-101.12
2451513,55518,2451584,2116,91083,39218,4953,48288,91708,900034,2288,9695,26,28,16,2,168,89,21,65.48,178.76,21.45,3303.51,450.45,1375.08,3753.96,31.53,0,1539.09,450.45,481.98,1989.54,2021.07,-924.63
2451513,55518,2451544,6578,91083,39218,4953,48288,91708,900034,2288,9695,8,1,17,3,26,89,86,25.42,54.9,2.74,4485.76,235.64,2186.12,4721.4,9.33,2.35,424.84,233.29,242.62,658.13,667.46,-1952.83
2451513,55518,2451523,14935,91083,39218,4953,48288,91708,900034,2288,9695,50,20,16,1,116,89,24,19.98,43.35,0.86,1019.76,20.64,479.52,1040.4,1.85,0,478.56,20.64,22.49,499.2,501.05,-458.88
2451513,55518,2451560,3484,91083,39218,4953,48288,91708,900034,2288,9695,10,1,6,1,249,89,27,49.18,121.47,40.08,2197.53,1082.16,1327.86,3279.69,26.62,638.47,787.05,443.69,470.31,1230.74,1257.36,-884.17
2451513,55518,2451535,2138,91083,39218,4953,48288,91708,900034,2288,9695,26,1,18,3,195,89,60,30.05,61.3,52.71,515.4,3162.6,1803,3678,0,0,882.6,3162.6,3162.6,4045.2,4045.2,1359.6
2451513,55518,2451525,14116,91083,39218,4953,48288,91708,900034,2288,9695,7,20,5,2,196,89,7,2.47,4.59,0.78,26.67,5.46,17.29,32.13,0.05,2.83,7,2.63,2.68,9.63,9.68,-14.66
2451513,55518,2451593,2749,91083,39218,4953,48288,91708,900034,2288,9695,37,22,8,1,44,89,42,74.77,198.14,160.49,1581.3,6740.58,3140.34,8321.88,5.39,6470.95,1331.4,269.63,275.02,1601.03,1606.42,-2870.71
2451513,55518,2451633,5080,91083,39218,4953,48288,91708,900034,2288,9695,49,1,10,1,35,89,94,17.9,51.19,50.67,48.88,4762.98,1682.6,4811.86,428.66,0,529.22,4762.98,5191.64,5292.2,5720.86,3080.38
2451513,55518,2451591,6814,91083,39218,4953,48288,91708,900034,2288,9695,19,26,15,4,70,89,73,39.86,40.25,28.17,881.84,2056.41,2909.78,2938.25,0,0,1145.37,2056.41,2056.41,3201.78,3201.78,-853.37
2452274,6180,2452377,1873,87541,1076044,6500,12956,84798,860833,4530,580,11,17,12,5,18,90,91,32.27,40.66,15.85,2257.71,1442.35,2936.57,3700.06,13.55,86.54,665.21,1355.81,1369.36,2021.02,2034.57,-1580.76
2452274,6180,2452293,8519,87541,1076044,6500,12956,84798,860833,4530,580,37,7,19,4,199,90,81,23.28,67.27,65.92,109.35,5339.52,1885.68,5448.87,427.16,0,1089.45,5339.52,5766.68,6428.97,6856.13,3453.84
2452274,6180,2452324,7679,87541,1076044,6500,12956,84798,860833,4530,580,7,3,3,4,35,90,47,74.21,110.57,105.04,259.91,4936.88,3487.87,5196.79,246.84,0,1558.99,4936.88,5183.72,6495.87,6742.71,1449.01
2452274,6180,2452349,1597,87541,1076044,6500,12956,84798,860833,4530,580,1,19,9,3,7,90,15,29.03,63.86,5.74,871.8,86.1,435.45,957.9,4.3,0,316.05,86.1,90.4,402.15,406.45,-349.35
2452274,6180,2452295,16025,87541,1076044,6500,12956,84798,860833,4530,580,45,21,2,5,268,90,89,7.96,9.63,7.41,197.58,659.49,708.44,857.07,6.59,0,33.82,659.49,666.08,693.31,699.9,-48.95
2452274,6180,2452382,8603,87541,1076044,6500,12956,84798,860833,4530,580,17,25,20,4,71,90,82,12.04,15.53,10.71,395.24,878.22,987.28,1273.46,61.47,0,419.84,878.22,939.69,1298.06,1359.53,-109.06
2452274,6180,2452335,7791,87541,1076044,6500,12956,84798,860833,4530,580,45,7,18,4,173,90,46,53.83,145.34,75.57,3209.42,3476.22,2476.18,6685.64,43.1,1320.96,133.4,2155.26,2198.36,2288.66,2331.76,-320.92
2452274,6180,2452373,14505,87541,1076044,6500,12956,84798,860833,4530,580,1,11,11,4,134,90,55,44.95,95.74,22.02,4054.6,1211.1,2472.25,5265.7,36.33,0,2632.85,1211.1,1247.43,3843.95,3880.28,-1261.15
2452274,6180,2452300,4713,87541,1076044,6500,12956,84798,860833,4530,580,25,21,9,2,125,90,25,52.6,112.56,30.39,2054.25,759.75,1315,2814,13.82,68.37,1181.75,691.38,705.2,1873.13,1886.95,-623.62
2452274,6180,2452280,1083,87541,1076044,6500,12956,84798,860833,4530,580,53,11,15,4,280,90,35,18.04,33.55,14.09,681.1,493.15,631.4,1174.25,4.93,0,457.8,493.15,498.08,950.95,955.88,-138.25
2452274,6180,2452305,9071,87541,1076044,6500,12956,84798,860833,4530,580,29,11,17,5,46,90,11,62.05,84.38,2.53,900.35,27.83,682.55,928.18,0,0,389.73,27.83,27.83,417.56,417.56,-654.72
2452274,6180,2452288,1277,87541,1076044,6500,12956,84798,860833,4530,580,27,15,2,1,290,90,47,20.16,38.3,9.95,1332.45,467.65,947.52,1800.1,9.35,0,647.66,467.65,477,1115.31,1124.66,-479.87
2451398,35797,2451477,3367,90554,1506619,2684,23149,42789,665056,5580,10057,19,7,8,4,23,91,18,19.92,59.36,40.36,342,726.48,358.56,1068.48,5.81,653.83,256.32,72.65,78.46,328.97,334.78,-285.91
2451398,35797,2451482,2122,90554,1506619,2684,23149,42789,665056,5580,10057,40,20,11,1,71,91,38,88.9,149.35,116.49,1248.68,4426.62,3378.2,5675.3,88.53,0,1816.02,4426.62,4515.15,6242.64,6331.17,1048.42
2451398,35797,2451495,5426,90554,1506619,2684,23149,42789,665056,5580,10057,8,28,8,3,1,91,36,67.81,84.76,78.82,213.84,2837.52,2441.16,3051.36,170.25,0,1281.24,2837.52,3007.77,4118.76,4289.01,396.36
2451398,35797,2451418,7460,90554,1506619,2684,23149,42789,665056,5580,10057,7,25,2,1,160,91,11,75.1,190.75,162.13,314.82,1783.43,826.1,2098.25,0,0,860.2,1783.43,1783.43,2643.63,2643.63,957.33
2451398,35797,2451480,8120,90554,1506619,2684,23149,42789,665056,5580,10057,26,1,18,3,225,91,68,76.76,98.25,93.33,334.56,6346.44,5219.68,6681,441.71,825.03,2337.84,5521.41,5963.12,7859.25,8300.96,301.73
2451398,35797,2451408,1906,90554,1506619,2684,23149,42789,665056,5580,10057,14,14,18,5,15,91,67,55.03,106.2,6.37,6688.61,426.79,3687.01,7115.4,21.33,0,995.62,426.79,448.12,1422.41,1443.74,-3260.22
2451398,35797,2451434,10436,90554,1506619,2684,23149,42789,665056,5580,10057,37,4,17,1,225,91,81,91.76,128.46,110.47,1457.19,8948.07,7432.56,10405.26,243.38,2863.38,4786.29,6084.69,6328.07,10870.98,11114.36,-1347.87
2451398,35797,2451493,5974,90554,1506619,2684,23149,42789,665056,5580,10057,31,4,20,4,241,91,10,26.54,31.58,6.94,246.4,69.4,265.4,315.8,0.69,0,60,69.4,70.09,129.4,130.09,-196
2452210,33897,2452237,8255,73296,1855583,5070,8110,33270,297951,6889,17027,59,19,20,5,40,92,16,44.6,119.97,37.19,1324.48,595.04,713.6,1919.52,11.9,0,844.48,595.04,606.94,1439.52,1451.42,-118.56
2452210,33897,2452239,5221,73296,1855583,5070,8110,33270,297951,6889,17027,55,3,13,4,88,92,10,24.47,49.67,49.67,0,496.7,244.7,496.7,0,0,4.9,496.7,496.7,501.6,501.6,252
