ss_sold_date_sk,ss_sold_time_sk,ss_item_sk,ss_customer_sk,ss_cdemo_sk,ss_hdemo_sk,ss_addr_sk,ss_store_sk,ss_promo_sk,ss_ticket_number,ss_quantity,ss_wholesale_cost,ss_list_price,ss_sales_price,ss_ext_discount_amt,ss_ext_sales_price,ss_ext_wholesale_cost,ss_ext_list_price,ss_ext_tax,ss_coupon_amt,ss_net_paid,ss_net_paid_inc_tax,ss_net_profit
2450980,35022,10153,80402,924366,3530,16694,7,170,148,84,32.65,36.89,9.22,0,774.48,2742.6,3098.76,46.46,0,774.48,820.94,-1968.12
2450980,35022,14116,80402,924366,3530,16694,7,268,148,85,79.21,102.97,29.86,0,2538.1,6732.85,8752.45,203.04,0,2538.1,2741.14,-4194.75
2450980,35022,16381,80402,924366,3530,16694,7,119,148,84,26.2,29.86,15.52,0,1303.68,2200.8,2508.24,52.14,0,1303.68,1355.82,-897.12
2450980,35022,11818,80402,924366,3530,16694,7,101,148,57,16.61,26.4,23.76,474.01,1354.32,946.77,1504.8,44.01,474.01,880.31,924.32,-66.46
2450980,35022,17698,80402,924366,3530,16694,7,289,148,90,30.01,45.31,3.17,0,285.3,2700.9,4077.9,2.85,0,285.3,288.15,-2415.6
2450980,35022,631,80402,924366,3530,16694,7,46,148,80,45.91,72.53,35.53,1932.83,2842.4,3672.8,5802.4,0,1932.83,909.57,909.57,-2763.23
2450980,35022,12704,80402,924366,3530,16694,7,99,148,44,51.89,102.22,95.06,0,4182.64,2283.16,4497.68,125.47,0,4182.64,4308.11,1899.48
2450980,35022,11318,80402,924366,3530,16694,7,182,148,3,53.03,66.81,2,0,6,159.09,200.43,0.18,0,6,6.18,-153.09
2450980,35022,13051,80402,924366,3530,16694,7,198,148,59,92.82,150.36,73.67,0,4346.53,5476.38,8871.24,0,0,4346.53,4346.53,-1129.85
2451072,38356,229,,1787868,6837,8559,,,149,62,13.42,,14.88,0,,,1139.56,,0,,922.56,
2451072,38356,2180,81346,1787868,6837,8559,4,88,149,81,97.32,144.03,79.21,5453.6,6416.01,7882.92,11666.43,67.36,5453.6,962.41,1029.77,-6920.51
2451072,38356,6158,81346,1787868,6837,8559,4,268,149,91,41.08,55.45,18.29,0,1664.39,3738.28,5045.95,66.57,0,1664.39,1730.96,-2073.89
2451072,38356,7321,81346,1787868,6837,8559,4,158,149,95,82.42,135.99,54.39,0,5167.05,7829.9,12919.05,361.69,0,5167.05,5528.74,-2662.85
2451072,38356,1711,,,,,4,199,149,21,32.82,62.35,57.98,73.05,1217.58,689.22,1309.35,91.56,73.05,,,
2451072,38356,3716,81346,1787868,6837,8559,4,298,149,94,26.62,39.93,14.37,0,1350.78,2502.28,3753.42,54.03,0,1350.78,1404.81,-1151.5
2451072,38356,10831,81346,1787868,6837,8559,4,4,149,46,16.25,18.68,13.63,0,626.98,747.5,859.28,37.61,0,626.98,664.59,-120.52
2451072,38356,2762,81346,1787868,6837,8559,4,9,149,7,20.28,26.97,9.97,0,69.79,141.96,188.79,1.39,0,69.79,71.18,-72.17
2452163,44425,2399,21514,651362,1657,46305,2,88,150,83,17.39,30.6,28.45,0,2361.35,1443.37,2539.8,0,0,2361.35,2361.35,917.98
2452163,,4803,,651362,1657,,2,69,150,,,,153.05,,12244,7312.8,,979.52,0,,13223.52,
2452163,44425,4793,21514,651362,1657,46305,2,27,150,84,87.76,115.84,67.18,0,5643.12,7371.84,9730.56,338.58,0,5643.12,5981.7,-1728.72
2452163,44425,1813,21514,651362,1657,46305,2,282,150,95,90.64,140.49,18.26,0,1734.7,8610.8,13346.55,86.73,0,1734.7,1821.43,-6876.1
2452163,44425,16843,21514,651362,1657,46305,2,275,150,74,78.65,121.12,20.59,0,1523.66,5820.1,8962.88,121.89,0,1523.66,1645.55,-4296.44
2452163,44425,13761,21514,651362,1657,46305,2,240,150,29,80.29,122.04,59.79,0,1733.91,2328.41,3539.16,138.71,0,1733.91,1872.62,-594.5
2452163,44425,2301,21514,651362,1657,46305,2,182,150,79,17.67,21.02,6.09,0,481.11,1395.93,1660.58,24.05,0,481.11,505.16,-914.82
2452163,44425,16187,21514,651362,1657,46305,2,82,150,71,8.31,9.88,2.47,103.46,175.37,590.01,701.48,3.59,103.46,71.91,75.5,-518.1
2452163,44425,7673,21514,651362,1657,46305,2,188,150,97,46.6,89.47,77.83,0,7549.51,4520.2,8678.59,75.49,0,7549.51,7625,3029.31
2452163,44425,13867,21514,651362,1657,46305,2,169,150,100,18.28,32.53,31.55,0,3155,1828,3253,94.65,0,3155,3249.65,1327
2452163,44425,5071,21514,651362,1657,46305,2,119,150,26,32.39,53.76,9.67,183.53,251.42,842.14,1397.76,5.43,183.53,67.89,73.32,-774.25
2452163,44425,4695,21514,651362,1657,46305,2,184,150,14,84.2,101.88,75.39,0,1055.46,1178.8,1426.32,63.32,0,1055.46,1118.78,-123.34
2452163,44425,17635,21514,651362,1657,46305,2,171,150,67,41.08,42.31,20.3,0,1360.1,2752.36,2834.77,122.4,0,1360.1,1482.5,-1392.26
2452163,44425,4865,21514,651362,1657,46305,2,124,150,91,69.43,71.51,43.62,0,3969.42,6318.13,6507.41,0,0,3969.42,3969.42,-2348.71
2452163,44425,12939,21514,651362,1657,46305,2,256,150,49,81.76,148.8,37.2,0,1822.8,4006.24,7291.2,36.45,0,1822.8,1859.25,-2183.44
2452163,44425,6759,21514,651362,1657,46305,2,293,150,82,86.66,115.25,55.32,0,4536.24,7106.12,9450.5,90.72,0,4536.24,4626.96,-2569.88
2451080,51137,10502,10380,327681,2135,27436,1,21,151,67,55.28,81.81,53.17,0,3562.39,3703.76,5481.27,35.62,0,3562.39,3598.01,-141.37
2451080,51137,5360,10380,327681,2135,27436,1,106,151,75,38.38,38.76,17.44,0,1308,2878.5,2907,78.48,0,1308,1386.48,-1570.5
2451080,51137,12638,10380,327681,2135,27436,1,121,151,24,3.25,4.22,0.29,0,6.96,78,101.28,0.34,0,6.96,7.3,-71.04
2451080,51137,2588,10380,327681,2135,27436,1,14,151,91,37.54,57.81,30.06,0,2735.46,3416.14,5260.71,27.35,0,2735.46,2762.81,-680.68
2451080,51137,7460,10380,327681,2135,27436,1,138,151,45,38.75,46.11,27.2,0,1224,1743.75,2074.95,97.92,0,1224,1321.92,-519.75
2451080,51137,10490,10380,327681,2135,27436,1,237,151,8,57.96,98.53,26.6,0,212.8,463.68,788.24,10.64,0,212.8,223.44,-250.88
2451080,51137,8212,10380,327681,2135,27436,1,260,151,47,16.51,31.53,9.14,0,429.58,775.97,1481.91,17.18,0,429.58,446.76,-346.39
2451080,51137,2809,10380,327681,2135,27436,1,279,151,71,54.88,66.95,27.44,0,1948.24,3896.48,4753.45,77.92,0,1948.24,2026.16,-1948.24
2451080,51137,11570,10380,327681,2135,27436,1,91,151,75,83.76,130.66,86.23,0,6467.25,6282,9799.5,323.36,0,6467.25,6790.61,185.25
2451080,51137,16832,10380,327681,2135,27436,1,59,151,80,51.96,95.08,43.73,1609.26,3498.4,4156.8,7606.4,37.78,1609.26,1889.14,1926.92,-2267.66
2451080,51137,17414,10380,327681,2135,27436,1,186,151,21,44.56,53.47,1.06,7.34,22.26,935.76,1122.87,0.89,7.34,14.92,15.81,-920.84
2451080,51137,2947,10380,327681,2135,27436,1,254,151,14,60.24,77.1,39.32,0,550.48,843.36,1079.4,33.02,0,550.48,583.5,-292.88
2451080,51137,15836,10380,327681,2135,27436,1,181,151,60,31.03,33.2,5.64,0,338.4,1861.8,1992,30.45,0,338.4,368.85,-1523.4
2451080,51137,4579,10380,327681,2135,27436,1,279,151,45,90.37,92.17,67.28,0,3027.6,4066.65,4147.65,121.1,0,3027.6,3148.7,-1039.05
2451080,51137,5918,10380,327681,2135,27436,1,231,151,94,97.71,175.87,103.76,0,9753.44,9184.74,16531.78,487.67,0,9753.44,10241.11,568.7
2452186,64310,14685,20287,1016656,225,26994,4,40,152,52,82.78,106.78,74.74,0,3886.48,4304.56,5552.56,233.18,0,3886.48,4119.66,-418.08
2452186,64310,1563,20287,1016656,225,26994,4,186,152,62,85.58,113.82,14.79,0,916.98,5305.96,7056.84,0,0,916.98,916.98,-4388.98
2452186,64310,10671,20287,1016656,225,26994,4,178,152,78,68.76,104.51,1.04,68.95,81.12,5363.28,8151.78,0.12,68.95,12.17,12.29,-5351.11
2452186,64310,2417,20287,1016656,225,26994,4,17,152,69,97.18,133.13,37.27,0,2571.63,6705.42,9185.97,77.14,0,2571.63,2648.77,-4133.79
2452186,64310,7567,20287,1016656,225,26994,4,180,152,43,70.3,125.83,123.31,0,5302.33,3022.9,5410.69,371.16,0,5302.33,5673.49,2279.43
2452186,64310,8103,20287,1016656,225,26994,4,10,152,31,49.3,86.27,34.5,0,1069.5,1528.3,2674.37,32.08,0,1069.5,1101.58,-458.8
2452186,,311,,1016656,,,4,142,152,,,,8.71,,757.77,2564.76,,25,257.64,500.13,,
2452186,64310,3039,20287,1016656,225,26994,4,122,152,1,32.08,44.91,38.62,3.86,38.62,32.08,44.91,2.43,3.86,34.76,37.19,2.68
2452186,64310,161,20287,1016656,225,26994,4,44,152,11,96.98,145.47,122.19,0,1344.09,1066.78,1600.17,40.32,0,1344.09,1384.41,277.31
2452186,64310,4389,20287,1016656,225,26994,4,236,152,30,35.46,37.94,12.89,0,386.7,1063.8,1138.2,30.93,0,386.7,417.63,-677.1
2452278,41440,9891,25423,746508,6440,15925,7,207,153,90,78.41,112.91,13.54,0,1218.6,7056.9,10161.9,73.11,0,1218.6,1291.71,-5838.3
2452278,41440,17676,25423,746508,6440,15925,7,160,153,26,20.37,32.99,24.74,0,643.24,529.62,857.74,38.59,0,643.24,681.83,113.62
2452278,41440,16915,25423,746508,6440,15925,7,183,153,57,13.8,15.59,3.58,0,204.06,786.6,888.63,2.04,0,204.06,206.1,-582.54
2452278,41440,5463,25423,746508,6440,15925,7,38,153,43,98.17,124.67,115.94,1645.18,4985.42,4221.31,5360.81,0,1645.18,3340.24,3340.24,-881.07
2452278,,10945,25423,,6440,,7,,153,21,65.16,,,,,,2107.14,14.32,,358.05,372.37,
2452278,41440,17685,25423,746508,6440,15925,7,162,153,74,47.43,75.88,31.11,0,2302.14,3509.82,5615.12,23.02,0,2302.14,2325.16,-1207.68
2452278,41440,2640,25423,746508,6440,15925,7,216,153,3,20.75,38.18,22.9,43.96,68.7,62.25,114.54,2.22,43.96,24.74,26.96,-37.51
2452278,41440,9921,25423,746508,6440,15925,7,198,153,98,89.18,89.18,69.56,0,6816.88,8739.64,8739.64,0,0,6816.88,6816.88,-1922.76
2451848,51847,5597,69252,1126541,6677,14413,4,126,154,48,71.47,136.5,113.29,2773.33,5437.92,3430.56,6552,26.64,2773.33,2664.59,2691.23,-765.97
2451848,51847,5000,69252,1126541,6677,14413,4,188,154,93,91.95,115.85,33.59,0,3123.87,8551.35,10774.05,0,0,3123.87,3123.87,-5427.48
2451848,51847,1069,69252,1126541,6677,14413,4,251,154,41,52.6,104.14,46.86,0,1921.26,2156.6,4269.74,38.42,0,1921.26,1959.68,-235.34
2451848,51847,1045,69252,1126541,6677,14413,4,142,154,84,17.52,33.81,2.7,0,226.8,1471.68,2840.04,13.6,0,226.8,240.4,-1244.88
2451848,51847,12344,69252,1126541,6677,14413,4,43,154,42,44.1,63.94,28.77,0,1208.34,1852.2,2685.48,84.58,0,1208.34,1292.92,-643.86
2451848,51847,17047,69252,1126541,6677,14413,4,53,154,83,25.29,47.29,39.25,0,3257.75,2099.07,3925.07,228.04,0,3257.75,3485.79,1158.68
2451848,51847,5786,69252,1126541,6677,14413,4,296,154,40,97.47,140.35,54.73,0,2189.2,3898.8,5614,87.56,0,2189.2,2276.76,-1709.6
2451848,51847,815,69252,1126541,6677,14413,4,214,154,6,28.83,50.16,32.1,0,192.6,172.98,300.96,15.4,0,192.6,208,19.62
2451848,51847,629,69252,1126541,6677,14413,4,298,154,7,48.05,95.13,69.44,0,486.08,336.35,665.91,14.58,0,486.08,500.66,149.73
2451848,51847,908,69252,1126541,6677,14413,4,130,154,98,51.17,88.01,58.96,0,5778.08,5014.66,8624.98,346.68,0,5778.08,6124.76,763.42
2451848,51847,6973,69252,1126541,6677,14413,4,202,154,31,43.4,55.55,25.55,570.27,792.05,1345.4,1722.05,11.08,570.27,221.78,232.86,-1123.62
2451848,51847,2528,69252,1126541,6677,14413,4,6,154,9,65.05,126.84,2.53,0,22.77,585.45,1141.56,1.59,0,22.77,24.36,-562.68
2451848,51847,1349,69252,1126541,6677,14413,4,100,154,25,72.73,86.54,41.53,0,1038.25,1818.25,2163.5,31.14,0,1038.25,1069.39,-780
2451955,60898,3481,37327,435886,5998,46510,2,36,155,11,51.79,55.93,24.6,0,270.6,569.69,615.23,8.11,0,270.6,278.71,-299.09
2451955,60898,3367,37327,435886,5998,46510,2,242,155,21,15.94,24.7,9.88,190.88,207.48,334.74,518.7,1.49,190.88,16.6,18.09,-318.14
2451955,60898,5697,37327,435886,5998,46510,2,122,155,94,16.08,24.92,15.45,0,1452.3,1511.52,2342.48,0,0,1452.3,1452.3,-59.22
2451955,60898,6219,37327,435886,5998,46510,2,61,155,84,30.28,40.87,18.8,0,1579.2,2543.52,3433.08,31.58,0,1579.2,1610.78,-964.32
2451955,60898,3241,37327,435886,5998,46510,2,233,155,27,73.96,79.13,1.58,0,42.66,1996.92,2136.51,1.7,0,42.66,44.36,-1954.26
2451955,60898,9,37327,435886,5998,46510,2,43,155,25,40.81,64.88,43.46,0,1086.5,1020.25,1622,10.86,0,1086.5,1097.36,66.25
2451955,60898,2031,,435886,5998,,2,,155,,,,,0,2547.96,4018.29,,76.43,,,2624.39,
2451955,60898,12213,37327,435886,5998,46510,2,264,155,24,11.95,16.84,9.26,0,222.24,286.8,404.16,11.11,0,222.24,233.35,-64.56
2451955,60898,7645,37327,435886,5998,46510,2,125,155,11,81.23,141.34,117.31,0,1290.41,893.53,1554.74,0,0,1290.41,1290.41,396.88
2451955,60898,6429,37327,435886,5998,46510,2,12,155,92,79.82,132.5,3.97,0,365.24,7343.44,12190,10.95,0,365.24,376.19,-6978.2
2451955,60898,953,37327,435886,5998,46510,2,101,155,37,38.67,47.17,46.22,1556.22,1710.14,1430.79,1745.29,6.15,1556.22,153.92,160.07,-1276.87
2451955,60898,10897,37327,435886,5998,46510,2,244,155,5,28.03,49.89,5.48,0,27.4,140.15,249.45,2.19,0,27.4,29.59,-112.75
2451955,60898,8595,37327,435886,5998,46510,2,199,155,19,58.21,96.62,86.95,710.38,1652.05,1105.99,1835.78,65.91,710.38,941.67,1007.58,-164.32
2451890,43278,2264,51865,1374375,5685,46642,7,168,156,16,44.93,83.12,68.15,0,1090.4,718.88,1329.92,87.23,0,1090.4,1177.63,371.52
2451890,43278,902,51865,1374375,5685,46642,7,173,156,88,5.3,8.1,3.96,0,348.48,466.4,712.8,31.36,0,348.48,379.84,-117.92
2451890,43278,15221,51865,1374375,5685,46642,7,118,156,27,6.49,7.07,0.63,9.18,17.01,175.23,190.89,0.31,9.18,7.83,8.14,-167.4
2451890,43278,11498,51865,1374375,5685,46642,7,37,156,1,17.91,33.84,33.5,0,33.5,17.91,33.84,2.68,0,33.5,36.18,15.59
2451890,43278,15140,51865,1374375,5685,46642,7,219,156,90,86.94,149.53,19.43,0,1748.7,7824.6,13457.7,87.43,0,1748.7,1836.13,-6075.9
2451890,43278,3272,51865,1374375,5685,46642,7,291,156,90,17.68,20.33,13.62,0,1225.8,1591.2,1829.7,61.29,0,1225.8,1287.09,-365.4
2451890,43278,4757,51865,1374375,5685,46642,7,51,156,35,80.21,91.43,0,0,0,2807.35,3200.05,0,0,0,0,-2807.35
2451890,43278,12800,51865,1374375,5685,46642,7,89,156,87,11.94,23.16,4.63,0,402.81,1038.78,2014.92,28.19,0,402.81,431,-635.97
2451890,43278,536,51865,1374375,5685,46642,7,225,156,76,68.2,84.56,6.76,0,513.76,5183.2,6426.56,41.1,0,513.76,554.86,-4669.44
2451890,43278,14930,51865,1374375,5685,46642,7,205,156,3,57.72,88.31,69.76,2.09,209.28,173.16,264.93,8.28,2.09,207.19,215.47,34.03
2451890,43278,3007,51865,1374375,5685,46642,7,293,156,11,16.06,16.7,9.85,0,108.35,176.66,183.7,6.5,0,108.35,114.85,-68.31
2451890,43278,4921,51865,1374375,5685,46642,7,285,156,85,51.29,98.47,40.37,0,3431.45,4359.65,8369.95,240.2,0,3431.45,3671.65,-928.2
2451890,43278,9713,51865,1374375,5685,46642,7,249,156,84,19.84,29.76,11.01,0,924.84,1666.56,2499.84,9.24,0,924.84,934.08,-741.72
2451890,43278,5402,51865,1374375,5685,46642,7,197,156,43,88.13,139.24,82.15,2331.41,3532.45,3789.59,5987.32,96.08,2331.41,1201.04,1297.12,-2588.55
2451890,43278,15401,51865,1374375,5685,46642,7,154,156,67,88.82,131.45,80.18,0,5372.06,5950.94,8807.15,161.16,0,5372.06,5533.22,-578.88
2452218,75573,3689,9692,989236,780,39124,7,259,157,18,82.99,122.82,82.28,0,1481.04,1493.82,2210.76,14.81,0,1481.04,1495.85,-12.78
2452218,75573,8535,9692,989236,780,39124,7,138,157,87,95.01,111.16,20,0,1740,8265.87,9670.92,34.8,0,1740,1774.8,-6525.87
2452218,75573,7369,9692,989236,780,39124,7,69,157,74,65.05,125.54,56.49,0,4180.26,4813.7,9289.96,0,0,4180.26,4180.26,-633.44
2452218,75573,3227,9692,989236,780,39124,7,106,157,96,52.84,59.7,38.8,0,3724.8,5072.64,5731.2,223.48,0,3724.8,3948.28,-1347.84
2452218,75573,13063,9692,989236,780,39124,7,65,157,37,78.82,96.16,53.84,577.7,1992.08,2916.34,3557.92,42.43,577.7,1414.38,1456.81,-1501.96
2452218,75573,12787,9692,989236,780,39124,7,265,157,58,64.83,101.13,13.14,0,762.12,3760.14,5865.54,45.72,0,762.12,807.84,-2998.02
2452218,75573,14193,9692,989236,780,39124,7,32,157,33,74.52,143.07,12.87,0,424.71,2459.16,4721.31,8.49,0,424.71,433.2,-2034.45
2452218,75573,4037,9692,989236,780,39124,7,205,157,79,7.43,7.87,5.58,0,440.82,586.97,621.73,8.81,0,440.82,449.63,-146.15
2452218,75573,8169,9692,989236,780,39124,7,271,157,8,81.51,140.19,137.38,0,1099.04,652.08,1121.52,21.98,0,1099.04,1121.02,446.96
2452218,75573,1681,9692,989236,780,39124,7,67,157,87,49.78,71.18,22.06,0,1919.22,4330.86,6192.66,38.38,0,1919.22,1957.6,-2411.64
2452218,75573,6679,9692,989236,780,39124,7,212,157,44,33.5,58.29,8.16,0,359.04,1474,2564.76,10.77,0,359.04,369.81,-1114.96
2452218,75573,4587,9692,989236,780,39124,7,279,157,48,85.16,125.18,78.86,0,3785.28,4087.68,6008.64,37.85,0,3785.28,3823.13,-302.4
2452218,75573,57,9692,,,,,144,157,,86.19,,11.79,243.46,,3016.65,3438.75,8.45,,,,
2452218,75573,2409,9692,989236,780,39124,7,188,157,92,65.05,115.78,43.99,0,4047.08,5984.6,10651.76,364.23,0,4047.08,4411.31,-1937.52
2452218,75573,15827,9692,989236,780,39124,7,178,157,87,90.07,152.21,111.11,0,9666.57,7836.09,13242.27,386.66,0,9666.57,10053.23,1830.48
2451153,61555,7142,73251,807490,1282,35474,7,258,158,9,16.17,31.36,13.48,0,121.32,145.53,282.24,6.06,0,121.32,127.38,-24.21
2451153,61555,14968,73251,807490,1282,35474,7,75,158,8,6.05,8.16,5.63,0,45.04,48.4,65.28,1.8,0,45.04,46.84,-3.36
2451153,61555,7597,,807490,,35474,7,,158,,,10.34,8.37,,493.83,436.01,,,,,138.67,-302.67
2451153,61555,4838,73251,807490,1282,35474,7,44,158,13,1.54,1.94,1.92,0,24.96,20.02,25.22,0.24,0,24.96,25.2,4.94
2451153,61555,1190,73251,807490,1282,35474,7,252,158,89,92.85,159.7,7.98,0,710.22,8263.65,14213.3,0,0,710.22,710.22,-7553.43
2451153,61555,15406,73251,807490,1282,35474,7,238,158,42,50.01,77.51,54.25,0,2278.5,2100.42,3255.42,22.78,0,2278.5,2301.28,178.08
2451153,61555,6160,73251,807490,1282,35474,7,14,158,24,40.8,58.75,6.46,145.73,155.04,979.2,1410,0.65,145.73,9.31,9.96,-969.89
2451153,61555,10351,73251,807490,1282,35474,7,124,158,51,4.82,7.32,4.39,0,223.89,245.82,373.32,15.67,0,223.89,239.56,-21.93
2451153,61555,14734,73251,807490,1282,35474,7,179,158,81,51.64,68.16,49.75,2780.52,4029.75,4182.84,5520.96,49.96,2780.52,1249.23,1299.19,-2933.61
2451153,61555,5659,73251,807490,1282,35474,7,221,158,93,19.82,31.31,16.28,0,1514.04,1843.26,2911.83,45.42,0,1514.04,1559.46,-329.22
2451153,61555,8437,73251,807490,1282,35474,7,267,158,31,68.21,68.21,0,0,0,2114.51,2114.51,0,0,0,0,-2114.51
2451153,61555,11104,73251,807490,1282,35474,7,170,158,2,63.47,110.43,97.17,0,194.34,126.94,220.86,17.49,0,194.34,211.83,67.4
2451153,61555,17368,,807490,,,,,158,,,156.34,92.24,,,,1407.06,74.71,,830.16,,112.23
2451153,61555,13156,73251,807490,1282,35474,7,140,158,99,6.94,7.77,1.16,84.98,114.84,687.06,769.23,0,84.98,29.86,29.86,-657.2
2451153,61555,14264,73251,807490,1282,35474,7,243,158,78,36.29,52.25,3.13,61.03,244.14,2830.62,4075.5,5.49,61.03,183.11,188.6,-2647.51
2451515,45995,4072,34823,103215,6360,12352,8,248,159,14,99.59,127.47,80.3,0,1124.2,1394.26,1784.58,22.48,0,1124.2,1146.68,-270.06
2451515,45995,8062,34823,,,12352,,197,159,,85.26,121.92,75.59,0,,,,,,,,-241.75
2451515,45995,9194,,,,12352,,,159,72,19.12,21.79,14.59,,,,,,,,,
2451515,45995,2236,34823,103215,6360,12352,8,160,159,49,95.05,189.14,54.85,0,2687.65,4657.45,9267.86,0,0,2687.65,2687.65,-1969.8
2451515,45995,5368,34823,103215,6360,12352,8,232,159,52,81.53,118.21,0,0,0,4239.56,6146.92,0,0,0,0,-4239.56
2451515,45995,11296,34823,103215,6360,12352,8,32,159,34,34.54,52.5,21,0,714,1174.36,1785,64.26,0,714,778.26,-460.36
2451515,45995,14965,34823,103215,6360,12352,8,255,159,31,71.18,86.83,65.12,0,2018.72,2206.58,2691.73,0,0,2018.72,2018.72,-187.86
2451515,45995,15079,34823,103215,6360,12352,8,217,159,60,4.06,7.42,0.51,0,30.6,243.6,445.2,0.3,0,30.6,30.9,-213
2451515,45995,5908,34823,103215,6360,12352,8,136,159,97,34.84,57.48,23.56,0,2285.32,3379.48,5575.56,114.26,0,2285.32,2399.58,-1094.16
2451515,45995,12004,34823,103215,6360,12352,8,280,159,55,3.93,7.11,7.11,0,391.05,216.15,391.05,31.28,0,391.05,422.33,174.9
2451515,45995,79,34823,103215,6360,12352,8,243,159,1,38.86,59.45,42.8,0,42.8,38.86,59.45,0.85,0,42.8,43.65,3.94
2451515,45995,4636,34823,103215,6360,12352,8,251,159,65,25.62,44.83,29.13,0,1893.45,1665.3,2913.95,113.6,0,1893.45,2007.05,228.15
2451515,,7240,,103215,,,,,159,,31.79,,,,,,1643.12,,,607.71,,-886.42
2451515,45995,11257,34823,103215,6360,12352,8,237,159,69,21.53,40.69,22.78,1241.73,1571.82,1485.57,2807.61,29.7,1241.73,330.09,359.79,-1155.48
2451944,74689,843,76901,1090655,7162,28516,8,95,160,27,90.09,119.81,62.3,0,1682.1,2432.43,3234.87,16.82,0,1682.1,1698.92,-750.33
2451944,74689,17467,76901,1090655,7162,28516,8,71,160,79,2.81,5.36,0.8,0,63.2,221.99,423.44,0.63,0,63.2,63.83,-158.79
2451944,74689,1865,76901,1090655,7162,28516,8,54,160,86,63.8,121.85,113.32,0,9745.52,5486.8,10479.1,682.18,0,9745.52,10427.7,4258.72
2451944,74689,8055,76901,1090655,7162,28516,8,228,160,45,28.05,32.53,28.3,0,1273.5,1262.25,1463.85,101.88,0,1273.5,1375.38,11.25
,74689,5233,,1090655,,,,36,160,,72.12,,116.16,0,6737.28,,7403.7,,0,6737.28,7343.63,2554.32
2451944,74689,17173,76901,1090655,7162,28516,8,14,160,20,28.52,53.9,52.82,0,1056.4,570.4,1078,10.56,0,1056.4,1066.96,486
2451944,74689,945,76901,1090655,7162,28516,8,230,160,85,60.16,118.51,117.32,8177.2,9972.2,5113.6,10073.35,89.75,8177.2,1795,1884.75,-3318.6
2451944,74689,14683,76901,1090655,7162,28516,8,233,160,4,46.97,80.78,25.04,0,100.16,187.88,323.12,9.01,0,100.16,109.17,-87.72
2451944,74689,11663,76901,1090655,7162,28516,8,213,160,52,88.05,92.45,89.67,2657.81,4662.84,4578.6,4807.4,160.4,2657.81,2005.03,2165.43,-2573.57
2451944,74689,2551,76901,1090655,7162,28516,8,254,160,84,39.54,62.86,46.51,0,3906.84,3321.36,5280.24,312.54,0,3906.84,4219.38,585.48
2451944,74689,15779,76901,1090655,7162,28516,8,192,160,80,86.54,149.71,5.98,0,478.4,6923.2,11976.8,38.27,0,478.4,516.67,-6444.8
2451944,74689,1021,76901,1090655,7162,28516,8,296,160,98,76.81,105.22,87.33,0,8558.34,7527.38,10311.56,85.58,0,8558.34,8643.92,1030.96
2451944,,17229,,,7162,,8,203,160,95,,,22.33,,,6800.1,8159.55,3.18,,,321.39,-6481.89
2451129,46774,7363,7791,573397,6650,43456,7,296,161,20,71.37,119.18,16.68,0,333.6,1427.4,2383.6,3.33,0,333.6,336.93,-1093.8
2451129,46774,13132,7791,573397,6650,43456,7,169,161,96,66.89,95.65,95.65,0,9182.4,6421.44,9182.4,183.64,0,9182.4,9366.04,2760.96
2451129,46774,5308,7791,573397,6650,43456,7,46,161,9,72.41,88.34,3.53,0,31.77,651.69,795.06,0.63,0,31.77,32.4,-619.92
2451129,46774,811,7791,573397,6650,43456,7,227,161,62,25.78,47.17,28.77,0,1783.74,1598.36,2924.54,124.86,0,1783.74,1908.6,185.38
2451129,46774,3265,7791,573397,6650,43456,7,268,161,1,11.67,22.28,19.16,0,19.16,11.67,22.28,1.14,0,19.16,20.3,7.49
2451129,46774,1196,7791,573397,6650,43456,7,232,161,40,12.46,13.83,1.1,0,44,498.4,553.2,3.52,0,44,47.52,-454.4
2451129,46774,9487,7791,573397,6650,43456,7,191,161,70,91.43,107.88,18.33,0,1283.1,6400.1,7551.6,89.81,0,1283.1,1372.91,-5117
2451129,46774,16105,7791,573397,6650,43456,7,272,161,81,64.22,100.82,65.53,0,5307.93,5201.82,8166.42,371.55,0,5307.93,5679.48,106.11
2451717,51263,6955,18006,865626,7199,40419,7,292,162,81,47.24,88.81,25.75,0,2085.75,3826.44,7193.61,0,0,2085.75,2085.75,-1740.69
2451717,51263,2150,18006,865626,7199,40419,7,181,162,60,6.97,13.94,2.23,0,133.8,418.2,836.4,9.36,0,133.8,143.16,-284.4
2451717,51263,14635,18006,865626,7199,40419,7,8,162,27,10.18,14.65,8.05,0,217.35,274.86,395.55,13.04,0,217.35,230.39,-57.51
2451717,51263,14489,18006,865626,7199,40419,7,220,162,100,72.4,112.94,101.64,0,10164,7240,11294,813.12,0,10164,10977.12,2924
2451717,51263,3455,18006,865626,7199,40419,7,292,162,48,79.36,130.15,97.61,0,4685.28,3809.28,6247.2,140.55,0,4685.28,4825.83,876
2451717,51263,10159,18006,865626,7199,40419,7,12,162,11,87.45,133.79,9.36,0,102.96,961.95,1471.69,7.2,0,102.96,110.16,-858.99
2451717,51263,17753,18006,865626,7199,40419,7,7,162,53,3.08,4.03,2.57,1.36,136.21,163.24,213.59,2.69,1.36,134.85,137.54,-28.39
2451717,51263,1333,18006,865626,7199,40419,7,212,162,14,51.01,61.72,26.53,0,371.42,714.14,864.08,11.14,0,371.42,382.56,-342.72
